ligne;code_trace;code_ligne;nom_trace;sens;origine;destination;nom_origine;nom_destination;famille_transport;date_debut;date_fin;pmr;code_tri_ligne;nom_version;last_update;gid
8;8-1;8B;Perrache - Oullins Clement Desormes;Aller;30977;11033;Perrache;Oullins Clément Désormes;BUS;20200903;;True;8;18 septembre 2024;2024-09-18 13:33:38+02:00;429
8;8-2;8B;Oullins Clement Desormes - Perrache;Retour;11033;30977;Oullins Clément Désormes;Perrache;BUS;20200903;;True;8;18 septembre 2024;2024-09-18 13:33:38+02:00;430
6;6-3;6A;Ste-Foy Place Saint Luc - Gare d'Oullins;Aller;34271;34269;Ste-Foy Place Saint Luc;Gare d'Oullins;BUS;20211023;;False;6;18 septembre 2024;2024-09-18 13:33:38+02:00;805
6;6-4;6A;Gare d'Oullins - Ste-Foy Place Saint Luc;Retour;34269;34271;Gare d'Oullins;Ste-Foy Place Saint Luc;BUS;20211023;;False;6;18 septembre 2024;2024-09-18 13:33:38+02:00;806
7;7-2;7A;Laurent Bonnevay - Bonnevay Bel Air;Aller;10716;10111;Laurent Bonnevay;Bonnevay - Bel Air;BUS;20180101;;True;7;18 septembre 2024;2024-09-18 13:33:38+02:00;880
2;2-1;2A;Croix-Rousse - Plateau de St-Rambert;Aller;11119;20244;Croix-Rousse;Plateau de St Rambert;BUS;20180101;;True;2;18 septembre 2024;2024-09-18 13:33:38+02:00;411
2;2-2;2A;Plateau de St-Rambert - Croix-Rousse;Retour;20244;11119;Plateau de St Rambert;Croix-Rousse;BUS;20180101;;True;2;18 septembre 2024;2024-09-18 13:33:38+02:00;412
3;3-1;3A;Gorge de Loup - Dardilly Le Jubin;Aller;10513;20189;Gorge de Loup;Dardilly Le Jubin;BUS;20180101;;True;3;18 septembre 2024;2024-09-18 13:33:38+02:00;413
3;3-2;3A;Gorge de Loup - Limonest Le Puy d'Or;Aller;10513;33290;Gorge de Loup;Limonest Le Puy d'Or;BUS;20180101;;True;3;18 septembre 2024;2024-09-18 13:33:38+02:00;414
3;3-3;3A;Gorge de Loup - Porte de Lyon;Aller;10513;11147;Gorge de Loup;Porte de Lyon;BUS;20180101;;True;3;18 septembre 2024;2024-09-18 13:33:38+02:00;415
26;26-1;26A;Lycée Lumiere - Manissieux Pierre Blanche;Aller;32540;20079;Lycée Lumière;Manissieux P. Blanche;BUS;20180101;;True;26;18 septembre 2024;2024-09-18 13:33:38+02:00;471
33;33-1;33A;Croix-Rousse - Rillieux Les Alagniers;Aller;11119;33420;Croix-Rousse;Rillieux - Les Alagniers;BUS;20180101;;True;33;18 septembre 2024;2024-09-18 13:33:38+02:00;485
33;33-2;33A;Rillieux Les Alagniers - Croix-Rousse;Retour;33420;11119;Rillieux - Les Alagniers;Croix-Rousse;BUS;20180101;;True;33;18 septembre 2024;2024-09-18 13:33:38+02:00;486
12;12-1;12C;Gare d'Oullins - Hopital Lyon Sud;Aller;34269;10565;Gare d'Oullins;St-Genis-Laval Hôp. Sud;BUS;20211023;;False;12;18 septembre 2024;2024-09-18 13:33:38+02:00;809
12;12-2;12C;Hopital Lyon Sud - Gare d'Oullins;Retour;10565;34269;St-Genis-Laval Hôp. Sud;Gare d'Oullins;BUS;20211023;;False;12;18 septembre 2024;2024-09-18 13:33:38+02:00;810
45;45-2;45B;Valdo - Croix-Rousse;Retour;11411;11119;Valdo;Croix-Rousse;BUS;20300320;;True;45;18 septembre 2024;2024-09-18 13:33:38+02:00;504
S10;S10-1;S10A;Joannès Carret - Lycée Jean Perrin;Aller;10599;10878;Joannès Carret;Lycée Jean Perrin;BUS;20180101;;True;S 10;18 septembre 2024;2024-09-18 13:33:38+02:00;644
15;15-3;15C;Bellecour Charite - Irigny Hauts de Selettes;Aller;10077;32640;Bellecour Charité;Irigny Hauts de Selettes;BUS;20130522;;True;15;18 septembre 2024;2024-09-18 13:33:38+02:00;851
15;15-1;15C;Bellecour Charite - Irigny Hauts de Selettes;Aller;10077;32640;Bellecour Charité;Irigny Hauts de Selettes;BUS;20210401;;True;15;18 septembre 2024;2024-09-18 13:33:38+02:00;439
15;15-4;15C;Irigny Hauts de Selettes - Bellecour Charite;Retour;32640;10077;Irigny Hauts de Selettes;Bellecour Charité;BUS;20130522;;True;15;18 septembre 2024;2024-09-18 13:33:38+02:00;852
15;15-2;15C;Irigny Hauts de Selettes - Bellecour Charite;Retour;32640;10077;Irigny Hauts de Selettes;Bellecour Charité;BUS;20210401;;True;15;18 septembre 2024;2024-09-18 13:33:38+02:00;440
17;17-1;17C;Gare d'Oullins - St Genis 2;Aller;34269;11302;Gare d'Oullins;St Genis 2;BUS;20211023;;False;17;18 septembre 2024;2024-09-18 13:33:38+02:00;811
17;17-2;17C;St Genis 2 - Gare d'Oullins;Retour;11302;34269;St Genis 2;Gare d'Oullins;BUS;20211023;;False;17;18 septembre 2024;2024-09-18 13:33:38+02:00;812
18;18-2;18C;Vernaison  Place - Hopital Lyon Sud;Retour;31440;10565;Vernaison  Place;St-Genis-Laval Hôp. Sud;BUS;20211023;;False;18;18 septembre 2024;2024-09-18 13:33:38+02:00;814
S15;S15-1;S15A;Ecully Le Trouillat - Les Sources;Aller;10399;10842;Ecully Le Trouillat;Les Sources;BUS;20180101;;True;S 15;18 septembre 2024;2024-09-18 13:33:38+02:00;653
ZI8;ZI8-3;ZI8A;La Fouillouse Acacias - Esplanade des Arts (50 E);Retour;31431;31160;La Fouillouse Acacias;Esplanade des Arts;BUS;20180101;;True;Z I8;18 septembre 2024;2024-09-18 13:33:38+02:00;677
30;30-4;30B;St Priest Jules Ferry - St-Pierre-de-Chandieu - Rajat;Retour;31140;34339;St-Priest Jules Ferry;St-P.de-Chandieu - Rajat;BUS;20190209;;True;30;18 septembre 2024;2024-09-18 13:33:38+02:00;720
72;72-2;72D;Gorge de Loup - Marcy l'Etoile;Aller;10513;10910;Gorge de Loup;Marcy l'Etoile;BUS;20230201;;False;72;18 septembre 2024;2024-09-18 13:33:38+02:00;553
72;72-3;72D;Gorge de Loup - Ste Consorce;Aller;10513;11360;Gorge de Loup;Ste Consorce;BUS;20230201;;False;72;18 septembre 2024;2024-09-18 13:33:38+02:00;552
25;25-2;25A;Sept Chemins - Gare Part-Dieu Vivier Merle;Retour;11269;11064;Sept Chemins;Gare Part-Dieu V.Merle;BUS;20180101;;True;25;18 septembre 2024;2024-09-18 13:33:38+02:00;470
40;40-1;40A;Bellecour Le Viste - Neuville;Aller;10080;11014;Bellecour Le Viste;Neuville;BUS;20180101;;True;40;18 septembre 2024;2024-09-18 13:33:38+02:00;495
72;72-6;72D;Ste Consorce - Gorge de Loup;Retour;11360;10513;Ste Consorce;Gorge de Loup;BUS;20230201;;False;72;18 septembre 2024;2024-09-18 13:33:38+02:00;555
73;73-2;73D;Brindas Centre - Gorge de Loup;Retour;10117;10513;Brindas Centre;Gorge de Loup;BUS;20190701;;True;73;18 septembre 2024;2024-09-18 13:33:38+02:00;558
81;81-1;81A;Plateau de Montrond - Collège Paul Vallon;Aller;31704;31730;Plateau de Montrond;Collège Paul Vallon;BUS;20180101;;True;81;18 septembre 2024;2024-09-18 13:33:38+02:00;569
35;35-1;35A;Bellecour Charité - Vénissieux Le Charréard;Aller;10077;11442;Bellecour Charité;Vénissieux Le Charréard;BUS;20180101;;True;35;18 septembre 2024;2024-09-18 13:33:38+02:00;487
43;43-1;43A;Gare de Vaise - Genay Proulieu;Aller;10487;30087;Gare de Vaise-G.Collomb;Genay Proulieu;BUS;20180101;;True;43;18 septembre 2024;2024-09-18 13:33:38+02:00;499
47;47-2;47A;Marechal Juin - Meyzieu Z.i.;Retour;34355;31620;Maréchal Juin;Meyzieu Z.i.;BUS;20190209;;True;47;18 septembre 2024;2024-09-18 13:33:38+02:00;726
43;43-3;43A;Genay Proulieu - Gare de Vaise;Retour;30087;10487;Genay Proulieu;Gare de Vaise-G.Collomb;BUS;20180101;;True;43;18 septembre 2024;2024-09-18 13:33:38+02:00;501
R2;R2-6;R2A;Neuville l'echo - Chantemerle;Retour;34603;10192;Neuville l'écho;Chantemerle;BUS;20220301;;True;R  2;18 septembre 2024;2024-09-18 13:33:38+02:00;804
5;5-3;5A;Pont Mouton - Charbonnieres Verrieres;Aller;11189;33630;Pont Mouton;Charbonnières Verrières;BUS;20300821;;True;5;18 septembre 2024;2024-09-18 13:33:38+02:00;754
52;52-3;52D;Vaulx - La Grappiniere - Parilly Univ. Hippodrome;Aller;20205;33640;Vaulx - La Grappinière;Parilly Univ. Hippodrome;BUS;20240801;;False;52;18 septembre 2024;2024-09-18 13:33:38+02:00;854
52;52-4;52D;Parilly Univ. Hippodrome - Vaulx - La Grappiniere;Retour;33640;20205;Parilly Univ. Hippodrome;Vaulx - La Grappinière;BUS;20240801;;False;52;18 septembre 2024;2024-09-18 13:33:38+02:00;855
C20E;C20E-1;C20E;Bellecour Le Viste - Fort du Bruissin;Aller;10080;10454;Bellecour Le Viste;Fort du Bruissin;BUS;20190701;;True;C20E;18 septembre 2024;2024-09-18 13:33:38+02:00;407
76;76-1;76A;Corbas Les Balmes - Décines Grand Large;Aller;31430;31610;Corbas Les Balmes;Décines Grand Large;BUS;20180101;;True;76;18 septembre 2024;2024-09-18 13:33:38+02:00;559
C20;C20-3;C20D;Bellecour Le Viste - Fort du Bruissin;Aller;10080;10454;Bellecour Le Viste;Fort du Bruissin;BUS;20240719;;True;C 20;18 septembre 2024;2024-09-18 13:33:38+02:00;705
C20;C20-4;C20D;Fort du Bruissin - Bellecour Le Viste;Retour;10454;10080;Fort du Bruissin;Bellecour Le Viste;BUS;20240719;;True;C 20;18 septembre 2024;2024-09-18 13:33:38+02:00;706
3;3-4;3A;Dardilly Le Jubin - Gorge de Loup;Retour;20189;10513;Dardilly Le Jubin;Gorge de Loup;BUS;20180101;;True;3;18 septembre 2024;2024-09-18 13:33:38+02:00;418
5;5-4;5A;Charbonnieres Verrieres - Pont Mouton;Retour;33630;11189;Charbonnières Verrières;Pont Mouton;BUS;20300821;;True;5;18 septembre 2024;2024-09-18 13:33:38+02:00;755
S7;S7-1;S7A;La Chaux Ecole de Champlong-  La Chaux Ecole de Champlong;Aller;33181;33181;La Chaux Ecole Champlong;La Chaux Ecole Champlong;BUS;20180101;;True;S  7;18 septembre 2024;2024-09-18 13:33:38+02:00;635
11;11-1;11B;Gare d'Oullins - Thurins Mairie;Aller;34269;34090;Gare d'Oullins;Thurins Mairie;BUS;20180101;;True;11;18 septembre 2024;2024-09-18 13:33:38+02:00;433
11;11-2;11B;Thurins Mairie - Gare d'Oullins;Retour;34090;34269;Thurins Mairie;Gare d'Oullins;BUS;20180101;;True;11;18 septembre 2024;2024-09-18 13:33:38+02:00;434
3;3-5;3A;Limonest Le Puy d'Or - Gorge de Loup;Retour;33290;10513;Limonest Le Puy d'Or;Gorge de Loup;BUS;20180101;;True;3;18 septembre 2024;2024-09-18 13:33:38+02:00;416
7;7-5;7A;Laurent Bonnevay - Vaulx Lamartine;Aller;10716;11428;Laurent Bonnevay;Vaulx Lamartine;BUS;20231104;;True;7;18 septembre 2024;2024-09-18 13:33:38+02:00;807
C20E;C20E-2;C20E;Fort du Bruissin - Bellecour Le Viste;Retour;10454;10080;Fort du Bruissin;Bellecour Le Viste;BUS;20190701;;True;C20E;18 septembre 2024;2024-09-18 13:33:38+02:00;408
7;7-6;7A;Vaulx Lamartine - Laurent Bonnevay;Retour;11428;10716;Vaulx Lamartine;Laurent Bonnevay;BUS;20231104;;True;7;18 septembre 2024;2024-09-18 13:33:38+02:00;808
7;7-4;7A;Bonnevay Bel Air - Laurent Bonnevay;Retour;10111;10716;Bonnevay - Bel Air;Laurent Bonnevay;BUS;20180101;;True;7;18 septembre 2024;2024-09-18 13:33:38+02:00;881
9;9-1;9B;Cordeliers - Sathonay Castellane;Aller;10285;34463;Cordeliers;Sathonay Castellane;BUS;20260421;;True;9;18 septembre 2024;2024-09-18 13:33:38+02:00;431
26;26-2;26A;Manissieux Pierre Blanche - Lycée Lumiere;Retour;20079;32540;Manissieux P. Blanche;Lycée Lumière;BUS;20180101;;True;26;18 septembre 2024;2024-09-18 13:33:38+02:00;472
61;61-2;61B;Lissieu - Montluzin - Gare de Vaise;Retour;10995;10487;Lissieu - Montluzin;Gare de Vaise-G.Collomb;BUS;20190104;;True;61;18 septembre 2024;2024-09-18 13:33:38+02:00;526
S12;S12-1;S12A;Hôtel-de-Ville L. Pradel - Croix-Rousse;Aller;10568;11119;Hôtel de Ville L. Pradel;Croix-Rousse;BUS;20180101;;True;S 12;18 septembre 2024;2024-09-18 13:33:38+02:00;648
S12;S12-2;S12A;Croix-Rousse - Hôtel-de-Ville L. Pradel;Retour;11119;10568;Croix-Rousse;Hôtel de Ville L. Pradel;BUS;20180101;;True;S 12;18 septembre 2024;2024-09-18 13:33:38+02:00;649
63;63-2;63A;Oullins Le Golf - Perrache;Retour;10729;30977;Oullins Le Golf;Perrache;BUS;20180101;;True;63;18 septembre 2024;2024-09-18 13:33:38+02:00;530
63;63-1;63A;Perrache - Oullins Le Golf;Aller;30977;10729;Perrache;Oullins Le Golf;BUS;20180101;;True;63;18 septembre 2024;2024-09-18 13:33:38+02:00;529
65;65-1;65B;Gorge de Loup - Charcot - La Source;Aller;10513;30071;Gorge de Loup;Charcot - La Source;BUS;20300320;;True;65;18 septembre 2024;2024-09-18 13:33:38+02:00;533
9;9-2;9B;Sathonay Castellane - Cordeliers;Retour;34463;10285;Sathonay Castellane;Cordeliers;BUS;20260421;;True;9;18 septembre 2024;2024-09-18 13:33:38+02:00;432
14;14-2;14B;Gorge de Loup - Gare d'Oullins;Retour;10513;34269;Gorge de Loup;Gare d'Oullins;BUS;20180101;;True;14;18 septembre 2024;2024-09-18 13:33:38+02:00;438
61;61-1;61B;Gare de Vaise - Lissieu - Montluzin;Aller;10487;10995;Gare de Vaise-G.Collomb;Lissieu - Montluzin;BUS;20190104;;True;61;18 septembre 2024;2024-09-18 13:33:38+02:00;525
66;66-2;66B;Champagne Ecoles - St Just;Retour;30637;11319;Champagne Ecoles;St Just;BUS;20300320;;True;66;18 septembre 2024;2024-09-18 13:33:38+02:00;536
10;10-1;10D;Gare de Vaise - Porte de Lyon;Aller;10487;11147;Gare de Vaise-G.Collomb;Porte de Lyon;BUS;20160420;;True;10;18 septembre 2024;2024-09-18 13:33:38+02:00;740
80;80-1;80A;Grigny La Colombe - Givors Vallée du Gier;Aller;31650;31687;Grigny La Colombe;Givors Vallée du Gier;BUS;20180101;;True;80;18 septembre 2024;2024-09-18 13:33:38+02:00;567
85;85-3;85A;Decines Grand Large - Meyzieu Centre Aquatique;Aller;31610;34478;Décines Grand Large;Meyzieu Centre Aquatique;BUS;20280823;;True;85;18 septembre 2024;2024-09-18 13:33:38+02:00;817
14;14-1;14B;Gare d'Oullins - Gorge de Loup;Aller;34269;10513;Gare d'Oullins;Gorge de Loup;BUS;20180101;;True;14;18 septembre 2024;2024-09-18 13:33:38+02:00;437
78;78-1;78C;Hopital Lyon Sud - Gare de  Givors Ville;Aller;10565;31742;St-Genis-Laval Hôp. Sud;Gare de  Givors Ville;BUS;20211023;;False;78;18 septembre 2024;2024-09-18 13:33:38+02:00;563
18;18-1;18C;Hopital Lyon Sud - Vernaison  Place;Aller;10565;31440;St-Genis-Laval Hôp. Sud;Vernaison  Place;BUS;20211023;;False;18;18 septembre 2024;2024-09-18 13:33:38+02:00;813
84;84-5;84A;Neuville - Gare de Vaise;Retour;11014;10487;Neuville;Gare de Vaise-G.Collomb;BUS;20180101;;True;84;18 septembre 2024;2024-09-18 13:33:38+02:00;574
19;19-3;19A;Hotel de Ville L. Pradel - Ecully Le Perollier;Aller;10568;33720;Hôtel de Ville L. Pradel;Ecully Le Perollier;BUS;20300821;;True;19;18 septembre 2024;2024-09-18 13:33:38+02:00;760
S14;S14-3;S14A;Neuville  - Les Sources -  Neuville;Aller;11014;11014;Neuville;Neuville;BUS;20180101;;True;S 14;18 septembre 2024;2024-09-18 13:33:38+02:00;652
ZI2;ZI2-2;ZI2A;Meyzieu Z.i. - Z.I. Sud;Aller;31620;31632;Meyzieu Z.i.;Z.I. Sud;BUS;20180101;;True;Z I2;18 septembre 2024;2024-09-18 13:33:38+02:00;659
19;19-4;19A;Ecully Le Perollier - Hotel de Ville L. Pradel;Retour;33720;10568;Ecully Le Perollier;Hôtel de Ville L. Pradel;BUS;20300821;;True;19;18 septembre 2024;2024-09-18 13:33:38+02:00;761
20;20-1;20A;Gare de Vaise - St Fortunat;Aller;10487;11301;Gare de Vaise-G.Collomb;St Fortunat;BUS;20180101;;True;20;18 septembre 2024;2024-09-18 13:33:38+02:00;450
20;20-4;20A;St Fortunat - Gare de Vaise;Retour;11301;10487;St Fortunat;Gare de Vaise-G.Collomb;BUS;20180101;;True;20;18 septembre 2024;2024-09-18 13:33:38+02:00;451
21;21-7;21A;Gare de Vaise - Limonest Cimetiere via Echangeur Sans Souci;Aller;10487;10860;Gare de Vaise-G.Collomb;Limonest Cimetière;BUS;20180101;;True;21;18 septembre 2024;2024-09-18 13:33:38+02:00;453
21;21-2;21A;Gare de Vaise - Limonest Cimetiere;Aller;10487;10860;Gare de Vaise-G.Collomb;Limonest Cimetière;BUS;20180101;;True;21;18 septembre 2024;2024-09-18 13:33:38+02:00;457
21;21-3;21A;Gare de Vaise - St-Germain Gare;Aller;10487;11313;Gare de Vaise-G.Collomb;St Germain Gare;BUS;20180101;;True;21;18 septembre 2024;2024-09-18 13:33:38+02:00;454
ZI4;ZI4-1;ZI4A;Vaulx-en-Velin La Soie - Caluire Chemin Petit;Aller;31760;10228;Vaulx-en-Velin La Soie;Caluire Chemin Petit;BUS;20180101;;True;Z I4;18 septembre 2024;2024-09-18 13:33:38+02:00;667
20;20-3;20A;St Cyr - Gare de Vaise;Retour;11294;10487;St Cyr;Gare de Vaise-G.Collomb;BUS;20180101;;True;20;18 septembre 2024;2024-09-18 13:33:38+02:00;452
21;21-10;21A;Limonest Cimetiere - Gare de Vaise via Echangeur Sans Souci;Retour;10860;10487;Limonest Cimetière;Gare de Vaise-G.Collomb;BUS;20180101;;True;21;18 septembre 2024;2024-09-18 13:33:38+02:00;459
21;21-4;21A;St-Germain Gare - Gare de Vaise;Retour;11313;10487;St Germain Gare;Gare de Vaise-G.Collomb;BUS;20180101;;True;21;18 septembre 2024;2024-09-18 13:33:38+02:00;461
98;98-5;98G;Gorge de Loup - Sain-Bel Gare;Aller;10513;34710;Gorge de Loup;Sain-Bel Gare;BUS;20260824;;True;98;18 septembre 2024;2024-09-18 13:33:38+02:00;883
98;98-3;98G;Gorge de Loup - Ecole Veterinaire;Aller;10513;10393;Gorge de Loup;Ecole Vétérinaire;BUS;20260824;;True;98;18 septembre 2024;2024-09-18 13:33:38+02:00;882
98;98-6;98G;Sain-Bel Gare - Gorge de Loup;Retour;34710;10513;Sain-Bel Gare;Gorge de Loup;BUS;20260824;;True;98;18 septembre 2024;2024-09-18 13:33:38+02:00;884
21;21-5;21A;Limonest Cimetiere - Gare de Vaise;Retour;10860;10487;Limonest Cimetière;Gare de Vaise-G.Collomb;BUS;20180101;;True;21;18 septembre 2024;2024-09-18 13:33:38+02:00;458
10E;10E-2;10E;Porte de Lyon - Gare de Vaise;Retour;11147;10487;Porte de Lyon;Gare de Vaise-G.Collomb;BUS;20160420;;True;10E;18 septembre 2024;2024-09-18 13:33:38+02:00;745
22;22-1;22A;Gare de Vaise - St Fortunat;Aller;10487;11301;Gare de Vaise-G.Collomb;St Fortunat;BUS;20180101;;True;22;18 septembre 2024;2024-09-18 13:33:38+02:00;463
22;22-2;22A;St Fortunat - Gare de Vaise;Retour;11301;10487;St Fortunat;Gare de Vaise-G.Collomb;BUS;20180101;;True;22;18 septembre 2024;2024-09-18 13:33:38+02:00;464
23;23-1;23A;Gare de Vaise - Rocade des Monts d'Or;Aller;10487;31930;Gare de Vaise-G.Collomb;Rocade des Monts d'Or;BUS;20180101;;True;23;18 septembre 2024;2024-09-18 13:33:38+02:00;465
23;23-2;23A;Rocade des Monts d'Or - Gare de Vaise;Retour;31930;10487;Rocade des Monts d'Or;Gare de Vaise-G.Collomb;BUS;20180101;;True;23;18 septembre 2024;2024-09-18 13:33:38+02:00;466
24;24-1;24A;Grange Blanche - Sept Chemins;Aller;10524;11269;Grange Blanche;Sept Chemins;BUS;20180101;;True;24;18 septembre 2024;2024-09-18 13:33:38+02:00;467
24;24-2;24A;Sept Chemins - Grange Blanche;Retour;11269;10524;Sept Chemins;Grange Blanche;BUS;20180101;;True;24;18 septembre 2024;2024-09-18 13:33:38+02:00;468
25;25-1;25A;Gare Part-Dieu Vivier Merle - Sept Chemins;Aller;11064;11269;Gare Part-Dieu V.Merle;Sept Chemins;BUS;20180101;;True;25;18 septembre 2024;2024-09-18 13:33:38+02:00;469
28;28-3;28A;Meyzieu Z.i. - Vaulx-en-Velin La Soie;Aller;31620;31760;Meyzieu Z.i.;Vaulx-en-Velin La Soie;BUS;20190209;;True;28;18 septembre 2024;2024-09-18 13:33:38+02:00;715
ZI4;ZI4-2;ZI4A;Caluire Chemin Petit - Vaulx-en-Velin La Soie;Retour;10228;31760;Caluire Chemin Petit;Vaulx-en-Velin La Soie;BUS;20180101;;True;Z I4;18 septembre 2024;2024-09-18 13:33:38+02:00;668
BGS4;BGS4-3;BGS4;Vaulx-en-Velin La Soie - Gymnase Becquerel;Aller;31760;34442;Vaulx-en-Velin La Soie;Gymnase Becquerel;BUS;20240923;;True;BGS4;18 septembre 2024;2024-09-18 13:33:38+02:00;829
BGS4;BGS4-4;BGS4;Gymnase Becquerel - Vaulx-en-Velin La Soie;Retour;34442;31760;Gymnase Becquerel;Vaulx-en-Velin La Soie;BUS;20240923;;True;BGS4;18 septembre 2024;2024-09-18 13:33:38+02:00;830
28;28-4;28A;Vaulx-en-Velin La Soie - Meyzieu Z.i.;Retour;31760;31620;Vaulx-en-Velin La Soie;Meyzieu Z.i.;BUS;20190209;;True;28;18 septembre 2024;2024-09-18 13:33:38+02:00;716
89D;89D-2;89E;Porte de Lyon - Gare de Vaise;Retour;11147;10487;Porte de Lyon;Gare de Vaise-G.Collomb;BUS;20190701;;True;89D;18 septembre 2024;2024-09-18 13:33:38+02:00;736
29;29-4;29A;RN6 - A. Pare - Meyzieu Z.i.;Retour;10723;31620;R.N.6 - A. Pare;Meyzieu Z.i.;BUS;20180309;;True;29;18 septembre 2024;2024-09-18 13:33:38+02:00;478
30;30-5;30B;Z.I. Ampere - Chandieu - St Priest Jules Ferry;Aller;34544;31140;Z.I. Ampère - Chandieu;St-Priest Jules Ferry;BUS;20190209;;True;30;18 septembre 2024;2024-09-18 13:33:38+02:00;717
30;30-6;30B;St Priest Jules Ferry - Z.I. Ampere - Chandieu;Retour;31140;34544;St-Priest Jules Ferry;Z.I. Ampère - Chandieu;BUS;20190209;;True;30;18 septembre 2024;2024-09-18 13:33:38+02:00;721
76;76-2;76A;Décines Grand Large - Corbas Les Balmes;Retour;31610;31430;Décines Grand Large;Corbas Les Balmes;BUS;20180101;;True;76;18 septembre 2024;2024-09-18 13:33:38+02:00;560
77;77-1;77A;Montessuy Gutenberg - Pont de Fontaines;Aller;10987;11169;Montessuy Gutenberg;Pont de Fontaines;BUS;20180101;;True;77;18 septembre 2024;2024-09-18 13:33:38+02:00;561
31;31-1;31A;Perrache - Cite Edouard Herriot;Aller;30977;10249;Perrache;Cité Edouard Herriot;BUS;20180101;;True;31;18 septembre 2024;2024-09-18 13:33:38+02:00;479
31;31-4;31A;Cite Edouard Herriot - Perrache;Retour;10249;30977;Cité Edouard Herriot;Perrache;BUS;20180101;;True;31;18 septembre 2024;2024-09-18 13:33:38+02:00;481
32;32-1;32A;Hameau de Bianne - Meyzieu Z.i.;Aller;34335;31620;Hameau de Bianne;Meyzieu Z.i.;BUS;20180309;;True;32;18 septembre 2024;2024-09-18 13:33:38+02:00;483
52E;52E-1;52E;Vaulx-en-Velin La Soie - Bron Droits de l'Homme;Aller;31760;11674;Vaulx-en-Velin La Soie;Bron Droits de l'Homme;BUS;20230611;;False;52E;18 septembre 2024;2024-09-18 13:33:38+02:00;845
ZI8;ZI8-1;ZI8A;Esplanade des Arts - La Fouillouse Acacias (50 E);Aller;31160;31431;Esplanade des Arts;La Fouillouse Acacias;BUS;20180101;;True;Z I8;18 septembre 2024;2024-09-18 13:33:38+02:00;675
32;32-2;32A;Meyzieu Z.i. - Hameau de Bianne;Retour;31620;34335;Meyzieu Z.i.;Hameau de Bianne;BUS;20180309;;True;32;18 septembre 2024;2024-09-18 13:33:38+02:00;484
114;114-1;114;Gare de Givors Ville - Hopital Lyon Sud;Aller;10565;31682;St-Genis-Laval Hôp. Sud;Gare de Givors Ville;BUS;20211023;;False;114;18 septembre 2024;2024-09-18 13:33:38+02:00;837
35;35-2;35A;Vénissieux Le Charréard - Bellecour Charité;Retour;11442;10077;Vénissieux Le Charréard;Bellecour Charité;BUS;20180101;;True;35;18 septembre 2024;2024-09-18 13:33:38+02:00;488
34;34-1;34A;Perrache - Grange Blanche;Aller;30977;10524;Perrache;Grange Blanche;BUS;20231119;;True;34;18 septembre 2024;2024-09-18 13:33:38+02:00;723
120;120-2;120;Gare de Givors Ville - Perrache;Retour;31682;30977;Gare de Givors Ville;Perrache;BUS;20211023;;False;120;18 septembre 2024;2024-09-18 13:33:38+02:00;842
34;34-2;34A;Grange Blanche - Perrache;Retour;10524;30977;Grange Blanche;Perrache;BUS;20231119;;True;34;18 septembre 2024;2024-09-18 13:33:38+02:00;724
15E;15E-3;15F;Bellecour Charite - Grigny Jean Moulin;Aller;10077;34274;Bellecour Charité;Grigny Jean Moulin;BUS;20260824;;True;15E;18 septembre 2024;2024-09-18 13:33:38+02:00;886
15E;15E-6;15F;Millery Place du Bouton - Bellecour Charite;Retour;34713;10077;Millery Place du Bouton;Bellecour Charité;BUS;20260824;;True;15E;18 septembre 2024;2024-09-18 13:33:38+02:00;888
37;37-3;37A;Charpennes Charles Hernu - O'Hara;Aller;10204;20206;Charpennes Charles Hernu;Vaulx O'Hara;BUS;20200921;;True;37;18 septembre 2024;2024-09-18 13:33:38+02:00;762
39;39-1;39A;Parc de Parilly - Solaize Mairie;Aller;33230;11278;Parc de Parilly;Solaize Mairie;BUS;20180101;;True;39;18 septembre 2024;2024-09-18 13:33:38+02:00;493
16;16-1;16A;Vaulx-en-Velin La Soie - Decines Grand Large;Aller;31760;31610;Vaulx-en-Velin La Soie;Décines Grand Large;BUS;20180101;;True;16;18 septembre 2024;2024-09-18 13:33:38+02:00;441
16;16-2;16A;Decines Grand Large - Vaulx-en-Velin La Soie;Retour;31610;31760;Décines Grand Large;Vaulx-en-Velin La Soie;BUS;20180101;;True;16;18 septembre 2024;2024-09-18 13:33:38+02:00;442
C1;C1-2;C1A;Cuire - Gare Part-Dieu Vivier Merle;Retour;10309;11064;Cuire;Gare Part-Dieu V.Merle;BUS;20180101;;True;C  1;18 septembre 2024;2024-09-18 13:33:38+02:00;792
39;39-2;39A;Solaize Mairie - Parc de Parilly;Retour;11278;33230;Solaize Mairie;Parc de Parilly;BUS;20180101;;True;39;18 septembre 2024;2024-09-18 13:33:38+02:00;494
20;20-2;20A;Gare de Vaise - St Cyr;Aller;10487;11294;Gare de Vaise-G.Collomb;St Cyr;BUS;20180101;;True;20;18 septembre 2024;2024-09-18 13:33:38+02:00;449
62;62-3;62A;Gare de Venissieux. - Mions Jules Valles;Aller;20510;10958;Gare de Vénissieux.;Mions Jules Vallès;BUS;20300821;;True;62;18 septembre 2024;2024-09-18 13:33:38+02:00;764
62;62-4;62A;Mions Jules Valles - Gare de Venissieux;Retour;10958;20487;Mions Jules Vallès;Gare de Vénissieux;BUS;20300821;;True;62;18 septembre 2024;2024-09-18 13:33:38+02:00;765
