identifiant;gid;lon;lat
G61143;718;4,818944186073078;45,73343669707793
;719;4,826483399999999;45,774545800017336
;721;4,7181605;45,78488030001729
G199885;725;4,88014794896517;45,76632783165274
G201058;726;4,78055255556797;45,774258670300725
;727;4,85578399302816;45,78891405169679
G200802;728;4,840684838028467;45,639540881104274
G201112;729;4,8300735807831385;45,75996946732618
;730;4,876834499999999;45,76319970001737
;731;4,840356154446211;45,793174309743115
;732;4,8811898;45,75197710001739
G60140;733;4,8053327952755955;45,736385687128795
G63762;734;4,820113273099257;45,869413672499014
;736;4,825156400000001;45,72123170001748
;737;4,801678300000001;45,773179500017335
;738;4,775741099999999;45,58360850001787
;739;4,713032199999998;45,81365100001722
G19013;741;4,811308398020483;45,771906492238244
;742;4,9348375;45,70260320001753
G201054;743;4,885891841006395;45,71751108142389
G63764;744;4,901335813298176;45,705420708213936
;745;4,897171199999998;45,67268780001763
;746;4,840952868161287;45,79731360067461
;747;4,7667535;45,76277310001737
G21776;748;4,804285017567736;45,73536405868377
;753;4,897436300000001;45,716805300017484
;754;4,8203172;45,7811677000173
G200576;757;4,924055905636424;45,752890503758664
;758;4,883226200000001;45,78089760001732
G15619;762;4,8259468345455465;45,75879122893737
;763;4,7297340000000005;45,78428950001731
;765;4,821709999999999;45,724546900017465
G199709;766;4,780805796299747;45,603920645090646
;767;4,793592199999999;45,83208860001716
;768;4,924950308023491;45,761184865780166
;770;4,8218101;45,72428160001745
;771;4,800462900000001;45,61399100001779
;772;4,9138424;45,72171470001747
G60135;773;4,79740675046656;45,735598982456246
G201135;774;4,97792090501678;45,74600924932307
;775;4,723090200000001;45,756764200017386
;777;4,876027100000001;45,67587040001761
;778;4,856273800000002;45,74203790001742
;779;4,7870833;45,70225390001753
;782;4,776153700000002;45,76082310001739
G60186;783;4,870692122614896;45,69444548188577
G60198;784;4,871651990605322;45,69516419484673
;785;4,819259199999999;45,872718500017044
;788;4,8636992999999995;45,77998820001731
;789;4,817097100000001;45,81422400001723
;790;4,7776873;45,761678300017365
;791;4,9007559999999994;45,70501400001752
;792;4,7260702;45,75740230001738
G56592;793;4,79463480351002;45,77938027299354
G60194;794;4,724018588047883;45,74430262872011
;795;5,037423799999999;45,79609660001725
;797;4,741565300000001;45,777984500017325
;798;4,8192872;45,783144800017325
G201137;799;4,976948308018826;45,744263391153545
;800;4,9435298;45,69105160001757
;801;4,8455843000000005;45,86317030001706
;802;4,935229500000001;45,80239490001726
;805;4,727617;45,7876159000173
;806;4,966089000000001;45,750295200017405
G201546;807;4,905752610619968;45,764510755797374
;808;4,8942875;45,72042270001748
;809;4,858995200000001;45,682865900017596
;810;4,932795600000002;45,80022840001726
G63753;811;4,855368485720043;45,666359474480814
;812;4,866224100000001;45,77354460001733
;813;4,876360600000001;45,765162800017364
G201060;814;4,7715782733318886;45,83571928875104
G201076;816;4,807902334333231;45,85640351152301
G201052;818;4,935852225901137;45,694296816442694
;823;4,8385709000000015;45,75259130001739
;824;4,852516899999999;45,738751500017436
;825;4,84238369938473;45,79319914362393
G6004;826;4,883882005849212;45,699917532789186
;827;4,813225000000001;45,792003700017275
;828;4,8038018000000005;45,77924810001732
;829;4,853720299999999;45,74522580001742
;830;4,917568042874334;45,77749518273187
;831;4,820129099999999;45,8230062000172
;833;4,798148800000001;45,807729500017246
;834;4,820661899999999;45,783010500017326
;835;4,898825600000001;45,72347100001748
;836;4,775719399999999;45,58395380001788
G59902;837;4,815077500853158;45,74279889574517
G63758;838;4,93749773911923;45,690634537321486
G63763;841;4,822962322475932;45,83710747957022
;842;4,903265500000001;45,721735400017494
G9150;843;4,8316410892913835;45,75500259523428
G57446;845;4,852288297654766;45,785011050318914
;847;4,9588278;45,693796800017566
;849;4,825198100000001;45,72206810001749
;851;4,7881964;45,701566800017545
;854;4,904488000000001;45,717594700017486
G201063;855;4,833771955765612;45,7606794332739
G200212;856;4,803660339151855;45,7334631477535
;857;4,825502999999999;45,7474515000174
;858;4,8147261;45,64745520001769
G200686;859;4,914635314432673;45,751406878374844
;860;4,819300999999999;45,782107900017316
G201127;861;4,834300798115895;45,7408801711656
G63757;862;4,860483836290015;45,67322486927326
;863;4,872340999999999;45,74820390001742
;866;4,9365309;45,80025510001726
;867;4,8931466;45,718386000017496
;871;4,888527899999999;45,76491560001736
G8047;872;4,794543041802145;45,69448442883331
G201072;873;4,812940695597316;45,75816815651342
G14725;874;4,849987140727411;45,761288503772214
;877;4,8952266;45,73250870001745
G201165;879;4,872440798524444;45,8522655562801
;880;4,825455800000002;45,723820300017486
;881;4,7919497;45,742873300017415
;883;4,819444499999998;45,736728800017445
;884;4,8626496;45,77420490001733
;886;4,808855900000001;45,781768900017326
;887;4,805212400000001;45,71524370001751
G201073;888;4,833761552844005;45,79977628623533
G19695;889;4,823630689079182;45,777210764040845
;890;4,940876399999999;45,69368580001756
;894;4,8258375;45,721209900017485
;895;4,857726100000001;45,73998490001744
G4131;896;4,817551357041021;45,718079810297525
G201059;897;4,816374695726094;45,72594821816183
;898;4,838958300000001;45,877890100017034
G57655;899;4,854037326034674;45,78541764503725
;900;4,833838600000001;45,76057960001737
G599;902;4,822818015376742;45,743151033071825
;903;4,7302556;45,78623740001729
;904;4,941397499999999;45,68692160001758
;905;4,8055787;45,71270300001749
G201065;906;4,835672519757407;45,75602411888438
;908;4,7236698000000015;45,7847606000173
G54785;909;4,829810747736267;45,7684414273996
;914;4,849537299999999;45,75288430001739
;915;4,861248;45,77704510001733
;916;4,9077603000000005;45,75484980001739
;918;4,911292553302875;45,78291696705179
G10272;921;4,834142395922729;45,76117144248945
;922;4,7962484000000005;45,76217670001738
;923;4,8810659;45,76133260001736
;924;4,935944;45,69668400001754
;925;4,7156308000000005;45,814254000017215
;926;4,8567962;45,735966900017445
;927;4,8621955;45,77498200001734
;928;4,948871699999999;45,798279300017256
;931;4,8555201000000014;45,741993200017426
;932;4,787916100000001;45,70089820001754
;934;4,899762499999998;45,7137452000175
G16044;935;4,836872209315927;45,766624546049044
;936;4,927062951942278;45,7862842158013
G57766;937;4,872248539330988;45,6898765598818
;938;4,828341899999998;45,76433490001736
;939;4,722016900000001;45,805076900017234
;940;4,879614599999999;45,73790550001743
G201134;941;4,896172821562317;45,69656586115331
G6094;945;4,827868230249545;45,7738765319337
;949;4,8321301000000005;45,73490130001745
;950;4,943795000000001;45,697536700017544
;951;4,797277599999999;45,73570030001745
G63760;952;4,818726096538773;45,868707978997726
G13118;955;5,047627665838897;45,796539216163474
;958;4,863279599999999;45,76179450001736
G18782;960;4,835991272292725;45,77952127783518
;961;4,963675499999999;45,69469180001756
;963;4,8858221;45,69798110001754
;964;4,8217658000000005;45,72282780001747
G9847;966;4,85494424980982;45,752485912921166
G19983;967;4,822469956133616;45,77342211234428
;968;4,8663164000000005;45,66970670001763
;969;4,823565900000002;45,723368800017475
G21546;971;4,893360706105863;45,75229741855573
;972;4,7677885;45,75716610001738
;973;4,919661942167111;45,77675364187101
;975;4,795677099999999;45,77211190001733
;976;4,8192687;45,81430360001722
;977;4,9214521000000016;45,766369500017355
;980;4,862656900000001;45,78142160001731
G201066;981;4,830403777795378;45,7750642109773
;982;4,8938792;45,75585600001739
G57442;984;4,845646629285941;45,75683179353988
;985;4,822798699999998;45,721106600017485
;986;4,940877500000001;45,79864600001727
;987;4,8226322999999995;45,74293470001742
;988;4,825329700000001;45,720879000017476
;989;4,941240999999999;45,695012100017564
;990;4,8960734;45,716884400017506
G201069;991;4,812416699030529;45,76148468803608
G60061;992;4,77156149965541;45,7381930816932
;993;4,856589100000001;45,74386130001743
G18095;994;4,839970547203121;45,7772126355564
;995;4,722763900000001;45,80212630001724
G57441;996;4,845074920252971;45,75681829692866
;999;4,794829699999999;45,65166590001768
;1001;4,786788499999998;45,75537390001738
;1002;4,8406618;45,75642380001739
G63765;1003;4,876127172305879;45,67344207517571
G201149;1004;4,85382175733379;45,73431530528958
G201143;1005;4,862300947775235;45,760799061117226
;1009;4,778845499999999;45,72539760001749
;1010;4,839636100000001;45,87644250001704
;1011;4,8202083;45,78211450001731
G59588;1012;4,825504204394562;45,74736036002104
;1014;4,9340898;45,69340710001756
G6429;1016;4,8263461301237145;45,77387027920081
;1019;4,8237079;45,762261000017375
;1020;4,7123878;45,813234100017226
;1021;4,855197199549683;45,80315499969148
G19780;1023;4,816213386148408;45,766707860323756
G57070;1024;4,780429584276593;45,73271052526737
;1025;4,718120500000001;45,7848590000173
;1026;4,895091899999999;45,720306300017505
;1028;4,962797200000001;45,693551200017566
G18204;1029;4,837127557625958;45,77762874232696
;1031;4,7913353999999995;45,571821100017914
;1032;4,883533399999999;45,75900030001736
G6079;1033;4,825703067180908;45,77198228319866
;1034;4,936013300000001;45,68870770001759
;1035;4,770057900000002;45,74859800001741
;1036;4,8545945915572215;45,78836043451471
G16119;1037;4,827163980457923;45,7688843765466
;1038;4,8148977;45,74350420001743
;1040;4,780179099999999;45,733581100017446
;1042;4,8192465;45,781408400017305
;1043;4,713961599999998;45,7886439000173
G2261;1044;4,831318533431718;45,75743388075571
;1045;4,820808200000001;45,77174050001733
;1046;4,860490730301764;45,8105201043203
;1047;4,8547203;45,739219600017435
;1048;4,7966865;45,76381060001736
;1049;4,824120599999999;45,734719300017446
;1050;4,8851543;45,73208080001746
G59751;1051;4,8405015096791635;45,756410236915876
G809;1053;4,841755526312914;45,75251174537024
;1054;4,857035700000001;45,740159300017424
G60408;1055;4,828738266013359;45,76546853972064
;1056;4,845726899999999;45,77717430001732
G201342;1057;4,834914548335153;45,775057270720765
;1058;4,919252589933577;45,787613411727605
G201080;1059;4,918488118701823;45,745244529711826
G6570;1060;4,832386520156112;45,76659138976427
G57652;1062;4,901130374198731;45,7314366867831
G19463;1063;4,829893361556214;45,77760425793167
;1064;4,824213500000001;45,72064970001749
;1065;4,870742699999999;45,88217590001703
G19399;1066;4,8290127081713345;45,77611214625371
;1067;4,822497799999999;45,75059130001739
G201203;1068;5,010646940779641;45,76042868208996
;1069;4,849936900000001;45,665967300017634
G4092;1070;4,8573363579116755;45,70816664554536
;1071;4,773766500000001;45,73806850001743
;1072;4,7132306999999996;45,813080300017226
;1073;4,853367200000002;45,73817030001744
;1074;4,8777246000000005;45,73034630001745
G201079;1075;4,93034229980215;45,759023479635246
G7919;1076;4,878127631409963;45,72736764297623
G13954;1077;4,957624777005969;45,769077912952774
G201136;1080;4,9762594885591245;45,744581472565564
G17080;1081;4,82143542605359;45,762318800014995
G201092;1082;4,8204115310929785;45,74109118360793
;1083;4,921921298700384;45,779685341342265
;1084;4,820906099999999;45,75961930001737
G21184;1087;4,842035240633865;45,76882119345922
G15513;1088;4,823912175812113;45,755474181363375
G63766;1089;4,9376072588231255;45,69128106799237
;1091;4,8249294;45,732494200017435
G199389;1092;4,9199655411041885;45,747039398588825
G58674;1093;4,845182277936338;45,763188446640754
G15349;1094;4,864620950941092;45,756964743861545
G200053;1095;4,8579029565075285;45,76713784490497
;1097;4,927344385743848;45,78732313707569
G201057;1098;4,82801583799634;45,794702330058385
;1099;4,8092022000000005;45,782190100017296
;1100;4,847251359287739;45,79039171397966
;1101;4,7294257;45,7862460000173
;1102;4,7357328999999995;45,7842670000173
G2778;1103;4,840290828125125;45,73949745108412
G63761;1105;4,82244730818913;45,869871654819214
;1106;4,796081400000001;45,77147490001734
G4014;1107;4,8565295368440875;45,70640424726667
;1109;4,831726300000001;45,78063550001732
;1110;4,8141307;45,76280210001737
G201070;1111;4,828932677144405;45,761619547142665
G15089;1112;4,786921084736226;45,755366065939995
G11726;1113;4,84116132235899;45,7602163732177
;1115;4,8024766;45,71285550001751
;1116;4,940984600000002;45,69155710001758
A10209885;1117;4,742624599403431;45,86507300790116
;1119;4,9181623665271195;45,78783182297956
G201224;1120;4,847534424700785;45,83266257329895
;1121;4,924731824215803;45,75903283017626
G57210;1122;4,848381133139228;45,76018057703452
G201067;1123;4,836070292568895;45,77996758263415
G59185;1124;4,828041937973469;45,741964305946226
G59916;1125;4,879086481831284;45,76628173417178
G19307;1126;4,828043898607237;45,77516586400227
;1127;4,817815400000001;45,77510180001733
;1128;4,8040546;45,85988410001709
G199893;1130;4,804875225745748;45,747559783068304
;1131;4,779377300000001;45,608332600017796
;1132;4,721211200000001;45,806549100017236
;1133;4,815544;45,75914340001738
;1134;4,727590900000001;45,787473500017285
;1135;4,9485090000000005;45,795557500017274
;1136;4,895426500000002;45,71667940001749
;1137;4,817861700000001;45,78200760001731
;1140;4,899058300000002;45,76549150001735
G11627;1141;4,849297933023199;45,756855210192434
;1142;4,860316999999998;45,77688250001732
G59225;1143;4,885918455315359;45,753999436820706
G21521;1144;4,885814067985512;45,749993945011596
;1145;4,8556288;45,74002410001742
;1146;4,712308999999999;45,78944340001729
G18438;1150;4,830384705183045;45,77477723176017
G6258;1151;4,8344484639948515;45,772541942523475
;1152;4,803830400000001;45,73355940001745
;1153;4,870388999999999;45,82436230001717
G201204;1154;4,84190512705156;45,77310640866591
;1155;4,904685899999998;45,71770500001749
;1156;4,918121800000001;45,76680170001735
G5945;1157;4,828006001970688;45,7685450467886
G201077;1159;4,947464625862209;45,76931787206453
G19301;1160;4,829510992654303;45,775517055322865
G201068;1162;4,834734292538036;45,777953916590555
;1164;4,913370700000001;45,723657700017476
;1185;4,851601500000002;45,745971500017404
;1188;4,964278500000002;45,69536580001754
;1189;4,870288599999999;45,771201600017335
;1191;4,861099599999999;45,76043270001737
;1192;4,898749899999999;45,7490009000174
;1195;4,832485000000001;45,863559800017065
;1196;4,861335800000001;45,76042170001737
;1197;4,853286300000001;45,75709710001737
;1198;4,919748200000001;45,76052530001735
;1199;4,8090292;45,7104199000175
;1200;4,888588599999999;45,76929800001735
;1201;4,916655499999999;45,7547398000174
;1202;4,9299075000000006;45,69625240001755
;1203;4,8345705;45,80329190001724
;1204;4,900126200000001;45,70653290001753
;1206;4,825633099999999;45,74853260001741
;1207;4,819598000000001;45,70388490001752
;1209;4,8742294;45,776253200017315
;1211;4,948253599999998;45,68982340001757
;1212;4,806200200000002;45,71266380001752
;1213;4,808692599999999;45,719302700017494
;1214;4,864014799999999;45,78101560001732
;1219;4,896472799999998;45,7195802000175
;1221;4,8942808;45,720373200017484
;1224;5,009978000000002;45,76393400001736
;1228;4,999721999999999;45,764519000017366
;1229;4,993270999999999;45,760184000017375
;1231;4,992553000000001;45,789235000017285
;1232;5,023034;45,7573430000174
;1233;5,024635999999998;45,75803000001738
;1234;5,025672999999999;45,757623000017375
;1238;5,0127939999999995;45,76547800001736
;1239;5,008506000000001;45,77827500001733
;1240;5,023683000000002;45,75819100001737
;1241;5,024538;45,75845000001738
;1243;4,991456;45,79379800001727
;1245;5,025426000000001;45,757092000017394
;1248;4,998640000000001;45,77148500001733
;1255;5,010989;45,78642400001728
;1262;5,025353999999999;45,75802400001738
;1263;4,803195399999998;45,74190370001743
;1264;5,0080360000000015;45,76602600001734
;1268;5,013636999999998;45,75990100001737
;1270;4,880753391806115;45,690915139476076
;1271;4,879108263170114;45,68960871790698
;1272;4,885665830853925;45,6980880443594
;1273;4,871352871280889;45,70031206638093
;1274;4,854590162083699;45,7247018812586
;1276;4,8633960855791205;45,72524398385421
;1277;4,884186758750781;45,70473027755276
;1278;4,884357446568891;45,69778703984563
;1279;4,8525589;45,76645620001734
;1280;4,8851678151093765;45,69933600005408
;1281;4,883207219703868;45,70496807072064
;1282;4,8704465515582225;45,70534565676256
;1283;4,879436895830156;45,69067067678465
;1284;4,877284345520733;45,689304591197775
;1285;4,865425249667602;45,698357238613916
;1286;4,857735352232351;45,72820243436078
;1287;4,877722169611303;45,690278481840714
;1288;4,880359994919804;45,69138193676474
;1289;4,883601203007487;45,704289833138475
;1290;4,844367400000002;45,81496680001722
;1291;4,878799313049259;45,68922694211432
;1292;4,8776294766378685;45,689098756216836
;1293;4,880135242213621;45,691454058672505
;1294;4,872523020178108;45,698481248512095
;1295;4,879906315392195;45,691531451400856
;1296;4,8790096054271;45,69005336590921
;1297;4,878311702443115;45,68982065089008
;1298;4,86508608486228;45,696051899773636
;1299;4,879010488779276;45,6908371057327
;1300;4,8783812566230935;45,69030788834842
;1301;4,880012464886806;45,690771064224236
;1302;4,878260671748063;45,69512351053887
;1303;4,8590384468772285;45,7253793039186
;1304;4,878121759404587;45,68994561066535
;1305;4,8666053048973215;45,72218731649001
;1306;4,879559884847582;45,69164552161212
;1307;4,877656712726131;45,689178589459004
;1308;4,884870797676073;45,70294099499577
;1309;4,877901500000001;45,73851630001744
;1310;4,878943793792343;45,690731366973914
;1311;4,878712894732229;45,69092531597463
;1312;4,878431908239047;45,68949204017829
;1314;4,879984306306234;45,69032104143291
;1315;4,901109600000001;45,67358620001762
G201719;1316;4,8366493664883325;45,73770092041628
G201739;1317;4,834378069746852;45,73815356893135
;1318;4,862283100000002;45,75620350001739
G11324;1319;4,879212627241639;45,743550147317954
G201787;1320;4,838500174128946;45,747917321947675
;1321;4,9668966;45,77540470001732
;1322;4,8409113;45,75830990001738
G201700;1323;4,889039859236075;45,75931005301442
;1325;4,8708363000000015;45,770761000017345
;1327;4,8404713;45,829078700017156
;1328;4,840542400000002;45,82909080001718
;1329;4,873214200000001;45,77216840001734
;1331;4,8225988882876525;45,73107170023497
;1332;4,827538922419509;45,766537320017726
;1333;4,810663671571111;45,778215939033075
;1334;4,841024787091388;45,758920571108064
;1335;4,87231972196693;45,748105750714544
;1336;4,82380526255546;45,769006210860205
;1337;4,867012399277887;45,75341504904588
;1338;4,852380634801191;45,72642268948534
;1339;4,827442797185952;45,76264862729094
;1340;4,839200574108591;45,755493855766105
;1341;4,851726636046385;45,75711550255179
;1342;4,836289113135268;45,75129607756875
;1343;4,8158172937280606;45,744883945567814
;1344;4,817426032734949;45,744153357950026
;1345;4,8481306755835485;45,757040053156544
;1346;4,8950248338608935;45,74882013668887
;1347;4,800612742426846;45,756661388439824
;1348;4,830637678004317;45,75731136554558
;1349;4,816414877932763;45,77824075508452
;1350;4,826608263893875;45,761012565738476
;1351;4,8344435266603645;45,77475948795014
;1352;4,793416450487994;45,777877384815845
;1353;4,794424760072762;45,77260036963452
;1354;4,853298509405211;45,73626357250485
;1355;4,834491813030059;45,743416673266054
;1356;4,8939005150363215;45,747289449094396
;1357;4,821214265033605;45,77156325317238
;1358;4,882418621803054;45,74019337455079
;1359;4,847309998602404;45,74506389073543
;1360;4,8218401369218435;45,724155868741754
;1361;4,871451622770439;45,74770107253284
;1362;4,836063172088785;45,759082024777655
;1363;4,883369356224679;45,73256328410998
;1364;4,837304306593146;45,72668287768542
;1365;4,828283067142855;45,76237637276791
;1366;4,815033616552491;45,74342123716396
;1367;4,832408794299274;45,735829329822145
;1368;4,82345826997562;45,72843814498391
;1369;4,825900631365422;45,77177489936765
;1370;4,826131050414555;45,75806402771219
;1371;4,82845920470001;45,76442558349943
;1372;4,820266635058131;45,779380921577314
;1373;4,876467456063966;45,72859470854143
;1374;4,834687457817159;45,7396043701226
;1375;4,81069120127511;45,77641203712412
;1376;4,851401525761495;45,7774528696563
;1377;4,823387597778578;45,72519569618489
;1378;4,822457022979059;45,722082146289516
;1379;4,853888206439654;45,74630392931218
;1380;4,822041590172512;45,75036766565857
;1381;4,8545834538791155;45,74713997019348
;1382;4,852318773684746;45,76644568686448
;1383;4,867313036488474;45,76512798483446
;1384;4,849563300629363;45,7532547588821
;1385;4,868537744787942;45,75815259935051
;1386;4,825309519490703;45,783820745280224
;1387;4,839998438865923;45,7565361874159
;1388;4,8504551283403705;45,775268786518254
;1389;4,848335304243896;45,75817021871694
;1390;4,856648421488162;45,77939694602069
;1391;4,825548763008789;45,72222811931873
;1392;4,825776837759648;45,754327437703786
;1393;4,847414845058252;45,75145200119081
;1394;4,8163208654726235;45,77788207008506
;1395;4,826105679538552;45,73662904379659
;1396;4,86457173284333;45,73106522705954
;1397;4,790942650337821;45,75980071073
;1398;4,818087472608469;45,73137527327464
;1399;4,871154968973333;45,759673408853395
;1400;4,85329804693987;45,74961898228627
;1401;4,820048065264592;45,74552652790466
;1402;4,782461721647712;45,75246722953719
;1403;4,8568361856453315;45,780905292918625
;1404;4,87686140656073;45,748545017328574
;1405;4,8656031952715475;45,72945498445862
;1406;4,832169445082692;45,79930458366108
;1407;4,863211281224057;45,75325794406465
;1408;4,819182702871377;45,76861449614415
;1409;4,812645556854247;45,78628729035295
;1410;4,824520912085613;45,74514130033163
;1411;4,859276697348116;45,740767834911644
;1412;4,843109444913423;45,75201775470427
;1413;4,824041988814272;45,75886514451996
;1414;4,854009812827268;45,776897844622184
;1415;4,842654663351293;45,75194997053113
;1416;4,829920691566286;45,73039429507621
;1417;4,794918783542125;45,787505382522475
;1418;4,836310736012204;45,732394184793115
;1419;4,845783000191719;45,77717350455271
;1420;4,852694672912921;45,72569827070059
;1421;4,86196958320213;45,75353928312655
;1422;4,880723196830274;45,7337909498038
;1423;4,879357187807019;45,73771743105872
;1424;4,856984327500006;45,778066990230734
;1425;4,816943587625938;45,790135799015445
;1426;4,803179290707804;45,764489203011365
;1427;4,835388885623566;45,74083473644014
;1428;4,816853858494148;45,77622019159124
;1429;4,861163506391072;45,74363623556419
;1430;4,8323073292221;45,771763271753095
;1431;4,824836907296533;45,74777733584481
;1432;4,851804306355878;45,74589164306275
;1433;4,82060718031755;45,745571670816474
;1434;4,8828143470221885;45,733427382595096
;1435;4,824905531070488;45,732593089901535
;1436;4,851650359453068;45,7831141032158
;1437;4,856848586730203;45,78248166223157
;1438;4,87540852194293;45,73392615566109
;1439;4,796621171079943;45,763925746752
;1440;4,845995707844549;45,75779520283224
;1441;4,82043825632931;45,749218137363954
;1442;4,83523879643559;45,772889926663446
;1443;4,880662991491898;45,7526731215513
;1444;4,800564316995936;45,76862816090979
;1445;4,824196600413059;45,725598798797726
;1446;4,852715356648538;45,76856508685842
;1447;4,823198259019662;45,774182073016554
;1448;4,884980182864406;45,73233890975311
;1449;4,825834203705813;45,78005106227115
;1450;4,822721757650612;45,760280271816484
;1451;4,853826404721378;45,773627356572426
;1452;4,8842222768683765;45,72898713738948
;1453;4,792124767840818;45,78581410366798
;1454;4,832646819207483;45,777260605679665
;1455;4,827778216211588;45,749396495640354
;1456;4,882237326256757;45,75295174395922
;1457;4,825946694667501;45,749982662319844
;1458;4,85859983544491;45,78197264517485
