materiau;dossier;insee;source;gid;lon;lat
;True;69382;Open Street Map;4170;4,8141666;45,7410143
;;69290;Open Street Map;4171;4,9366952;45,7072959
;True;69389;Open Street Map;4172;4,8224035;45,7941755
;;69388;Open Street Map;4173;4,8544399;45,7377641
;True;69387;Open Street Map;4174;4,8467075;45,7472147
;True;69081;Open Street Map;4176;4,7734445;45,7751429
bois;;69275;Open Street Map;4178;4,9687511;45,8006091
;True;69266;Open Street Map;4179;4,8864535;45,7667658
;True;69389;Open Street Map;4180;4,8265118;45,8010182
;;69266;Open Street Map;4181;4,8806788;45,7680468
bois;True;69275;Open Street Map;4183;4,9752771;45,759241
bois;True;69290;Open Street Map;4184;4,9350312;45,6947022
bois;True;69266;Open Street Map;4185;4,8606715;45,7737386
bois;False;69149;Open Street Map;4186;4,8152694;45,7168315
;True;69290;Open Street Map;4187;4,9447274;45,6928052
béton;True;69266;Open Street Map;4189;4,8965153;45,7564365
pierre;;69096;Open Street Map;4190;4,7924589;45,6093738
;True;69386;Open Street Map;4191;4,851101;45,77682
;False;69381;Open Street Map;4193;4,8218758;45,7680663
;True;69266;Open Street Map;4194;4,8791653;45,7663001
;True;69266;Open Street Map;4195;4,8921354;45,7670991
;True;69383;Open Street Map;4196;4,8407042;45,7563761
;;69290;Open Street Map;4197;4,8968952;45,7031
;False;69386;Open Street Map;4198;4,8408005;45,7668863
bois;True;69389;Open Street Map;4199;4,8280873;45,8002321
;True;69149;Open Street Map;4200;4,8084826;45,7061996
;False;69387;Open Street Map;4201;4,8266969;45,7405987
métal,pierre;False;69382;Open Street Map;4202;4,8379763;45,7633684
;;69266;Open Street Map;4203;4,8770098;45,7636396
;;69081;Open Street Map;4204;4,7776208;45,7746991
bois;False;69388;Open Street Map;4205;4,8689362;45,7431521
;False;69388;Open Street Map;4206;4,8604171;45,7485516
bois;True;69381;Open Street Map;4207;4,8256752;45,7692858
béton;True;69383;Open Street Map;4208;4,858756;45,7619877
;True;69389;Open Street Map;4209;4,8126863;45,7864318
;True;69386;Open Street Map;4210;4,8407207;45,7689468
;;69089;Open Street Map;4211;4,7682924;45,7409608
;False;69386;Open Street Map;4212;4,8613411;45,7682086
béton;True;69384;Open Street Map;4213;4,8305864;45,7749421
bois;True;69149;Open Street Map;4214;4,8074662;45,7190392
;True;69387;Open Street Map;4216;4,8430267;45,751963
bois;True;69266;Open Street Map;4217;4,8914706;45,759654
bois;False;69276;Open Street Map;4218;4,8631956;45,6657364
;;69256;Open Street Map;4219;4,9573198;45,7978416
bois;True;69266;Open Street Map;4221;4,881218;45,7612004
;True;69116;Open Street Map;4222;4,7743696;45,8129775
;True;69382;Open Street Map;4223;4,8146074;45,7424874
;True;69384;Open Street Map;4224;4,8313255;45,7819483
;;69385;Open Street Map;4225;4,7866343;45,7553758
;True;69387;Open Street Map;4226;4,8540158;45,7454891
béton;False;69266;Open Street Map;4227;4,8835931;45,7806973
;False;69387;Open Street Map;4228;4,8342108;45,7492733
bois;True;69244;Open Street Map;4230;4,7837;45,7661501
;True;69381;Open Street Map;4231;4,8271197;45,7689385
;;69290;Open Street Map;4234;4,9816695;45,6966407
bois;True;69383;Open Street Map;4237;4,8660066;45,7549326
bois;True;69149;Open Street Map;4238;4,8069645;45,7117852
bois;True;69387;Open Street Map;4239;4,8362751;45,738858
;;69081;Open Street Map;4240;4,7825651;45,7907807
;True;69389;Open Street Map;4241;4,8300298;45,7988526
;;69199;Open Street Map;4242;4,8547046;45,7025733
;True;69385;Open Street Map;4243;4,815866;45,7553626
;False;69387;Open Street Map;4244;4,8207358;45,7279155
bois;False;69384;Open Street Map;4245;4,8162989;45,7779748
bois;True;69388;Open Street Map;4246;4,8676632;45,7400306
;True;69292;Open Street Map;4247;4,8681376;45,8260191
bois;;69096;Open Street Map;4248;4,779787;45,5995759
;True;69149;Open Street Map;4249;4,8094265;45,7159554
;True;69034;Open Street Map;4250;4,848683;45,7949328
;;69003;Open Street Map;4251;4,8351711;45,8764611
;True;69381;Open Street Map;4253;4,8339;45,766782
;True;69081;Open Street Map;4254;4,7767444;45,7724316
;True;69387;Open Street Map;4255;4,8279288;45,7326991
béton;True;69383;Open Street Map;4256;4,8891839;45,7452805
;True;69382;Open Street Map;4257;4,8144941;45,7418591
;;69385;Open Street Map;4258;4,8117628;45,7624792
bois;True;69382;Open Street Map;4259;4,8188858;45,747917
;;69199;Open Street Map;4260;4,8532929;45,7034887
bois;True;69271;Open Street Map;4261;4,9791388;45,749699
;True;69387;Open Street Map;4262;4,842699;45,7459292
;True;69387;Open Street Map;4263;4,8243216;45,723088
bois;True;69383;Open Street Map;4264;4,8654168;45,7571836
bois;True;69384;Open Street Map;4266;4,8376369;45,7805257
;False;69383;Open Street Map;4267;4,8667301;45,7518191
;;69385;Open Street Map;4268;4,7904873;45,7483359
;;69385;Open Street Map;4269;4,8112459;45,7639471
bois;True;69290;Open Street Map;4270;4,9418615;45,6918165
;True;69382;Open Street Map;4271;4,8195131;45,7367136
bois;True;69290;Open Street Map;4272;4,9375881;45,6965897
bois;False;69275;Open Street Map;4273;4,9744693;45,7863227
;;69202;Open Street Map;4274;4,7925767;45,7437356
bois;True;69383;Open Street Map;4275;4,8416609;45,7610549
;True;69383;Open Street Map;4276;4,8515705;45,7573933
;True;69292;Open Street Map;4277;4,8682134;45,8264135
;False;69386;Open Street Map;4280;4,8416863;45,7740946
bois;;69202;Open Street Map;4281;4,7802617;45,7255975
;False;69383;Open Street Map;4284;4,8630775;45,7487451
;True;69382;Open Street Map;4285;4,8144705;45,7412995
;True;69271;Open Street Map;4286;4,9699134;45,7380694
;True;69383;Open Street Map;4288;4,8655265;45,7597778
;True;69384;Open Street Map;4289;4,8156647;45,7749803
;False;69381;Open Street Map;4291;4,8217821;45,7680445
;;69385;Open Street Map;4292;4,8232136;45,7615912
;True;69384;Open Street Map;4294;4,8396419;45,7806446
;True;69383;Open Street Map;4298;4,8807048;45,752461
bois,métal;True;69384;Open Street Map;4299;4,8350785;45,779525
bois;False;69266;Open Street Map;4300;4,8839982;45,7810877
;True;69266;Open Street Map;4301;4,8797743;45,7663198
bois;True;69381;Open Street Map;4302;4,8192093;45,7718788
bois;True;69149;Open Street Map;4304;4,8057343;45,720894
bois;;69204;Open Street Map;4305;4,787178;45,6916664
;True;69266;Open Street Map;4306;4,8635222;45,7721913
;;69259;Open Street Map;4307;4,881527;45,7126094
;True;69387;Open Street Map;4308;4,8263152;45,7214112
;True;69385;Open Street Map;4309;4,8168993;45,7633037
;True;69388;Open Street Map;4310;4,8712206;45,7445152
;False;69256;Open Street Map;4311;4,9224188;45,7695029
;True;69385;Open Street Map;4312;4,8207574;45,7592111
pierre;False;69387;Open Street Map;4313;4,8483002;45,7507759
bois;True;69149;Open Street Map;4314;4,8068726;45,7065094
pierre;False;69282;Open Street Map;4317;4,9993701;45,7623727
;True;69266;Open Street Map;4318;4,8717378;45,7824623
;True;69382;Open Street Map;4319;4,814351;45,7418369
;True;69081;Open Street Map;4320;4,7776889;45,7737354
bois;True;69290;Open Street Map;4321;4,9547497;45,6913207
bois;True;69383;Open Street Map;4322;4,8719847;45,7596423
pierre;False;69266;Open Street Map;4323;4,8834611;45,7865541
;True;69384;Open Street Map;4324;4,8149564;45,7757994
bois;True;69149;Open Street Map;4325;4,804977;45,7154344
;True;69384;Open Street Map;4326;4,8399443;45,7794532
bois;True;69271;Open Street Map;4327;4,960108;45,7484553
;True;69387;Open Street Map;4328;4,8213605;45,7236035
;True;69381;Open Street Map;4330;4,8291843;45,7728959
béton;False;69266;Open Street Map;4331;4,8839477;45,7809153
;;69266;Open Street Map;4332;4,87702;45,7635715
bois;True;69381;Open Street Map;4333;4,8216545;45,7727165
;True;69292;Open Street Map;4334;4,8711656;45,8262945
bois;False;69290;Open Street Map;4335;4,9266727;45,7103915
;;69385;Open Street Map;4337;4,7900877;45,7478691
bois;True;69383;Open Street Map;4338;4,8479226;45,7580623
;;69202;Open Street Map;4339;4,8066808;45,7472612
;True;69384;Open Street Map;4340;4,8300833;45,7753212
;True;69389;Open Street Map;4341;4,7921265;45,7674776
;True;69384;Open Street Map;4342;4,81565;45,7750179
;False;69382;Open Street Map;4344;4,8259123;45,7473253
;True;69384;Open Street Map;4345;4,8387811;45,7784001
bois;True;69387;Open Street Map;4347;4,8363115;45,7430014
bois;True;69202;Open Street Map;4349;4,7997552;45,7366255
;True;69386;Open Street Map;4350;4,8543736;45,7744075
;True;69386;Open Street Map;4352;4,8533199;45,7768716
métal;False;69382;Open Street Map;4353;4,8350296;45,7617398
bois;True;69388;Open Street Map;4354;4,8574836;45,7314765
bois;True;69290;Open Street Map;4355;4,9424033;45,6961229
;True;69384;Open Street Map;4357;4,8329058;45,7812934
;True;69385;Open Street Map;4358;4,7944185;45,7586153
plastique;True;69250;Open Street Map;4359;4,7155159;45,8141961
;True;69383;Open Street Map;4360;4,8775781;45,7483135
;True;69382;Open Street Map;4362;4,8320368;45,7509238
bois;True;69381;Open Street Map;4363;4,8190989;45,771847
;False;69386;Open Street Map;4364;4,8579489;45,780203
;True;69387;Open Street Map;4365;4,8247055;45,7236313
béton;False;69266;Open Street Map;4366;4,8832576;45,7808168
bois;True;69282;Open Street Map;4367;4,98057;45,7936049
bois;False;69266;Open Street Map;4368;4,8836388;45,7841563
bois;True;69290;Open Street Map;4369;4,968675;45,6944849
bois;True;69290;Open Street Map;4370;4,9462586;45,6947813
;False;69382;Open Street Map;4371;4,8338938;45,7605243
;True;69385;Open Street Map;4372;4,7802248;45,7518146
bois;;69205;Open Street Map;4373;4,7216856;45,7538183
;True;69382;Open Street Map;4374;4,8230783;45,745058
;;69290;Open Street Map;4375;4,9816279;45,6965981
;True;69386;Open Street Map;4376;4,851722;45,774666
;False;69034;Open Street Map;4377;4,8319938;45,7961303
béton;False;69266;Open Street Map;4378;4,8838699;45,780624
;;69385;Open Street Map;4381;4,8149262;45,7612873
;True;69383;Open Street Map;4382;4,8724504;45,7483626
;True;69385;Open Street Map;4383;4,7902914;45,760169
;True;69040;Open Street Map;4384;4,7890872;45,7940217
bois;True;69389;Open Street Map;4387;4,8313312;45,7973352
métal;False;69382;Open Street Map;4388;4,8346433;45,7619187
;;69044;Open Street Map;4390;4,7442971;45,778375
;False;69386;Open Street Map;4393;4,8406269;45,7699581
;False;69387;Open Street Map;4394;4,834928;45,7399233
bois;True;69290;Open Street Map;4396;4,9412216;45,6984253
;True;69034;Open Street Map;4397;4,8510347;45,7931878
bois;True;69271;Open Street Map;4398;4,9545827;45,744727
métal;False;69382;Open Street Map;4399;4,8346374;45,7620036
;True;69383;Open Street Map;4400;4,880395;45,7481354
;;69385;Open Street Map;4402;4,7902365;45,7476698
;;69081;Open Street Map;4403;4,7802533;45,7912835
;True;69292;Open Street Map;4404;4,8688206;45,8205329
béton;True;69282;Open Street Map;4405;4,9994217;45,7612116
;True;69034;Open Street Map;4406;4,8283194;45,7906775
;True;69387;Open Street Map;4407;4,8251327;45,720917
;False;69387;Open Street Map;4408;4,8378774;45,7526023
;True;69385;Open Street Map;4409;4,7903385;45,7603063
;True;69387;Open Street Map;4410;4,8225532;45,7245261
;True;69387;Open Street Map;4411;4,8533443;45,7495321
bois;True;69383;Open Street Map;4414;4,8513754;45,7584852
;;69081;Open Street Map;4415;4,7560829;45,7950371
;True;69387;Open Street Map;4417;4,8466738;45,7472359
;True;69290;Open Street Map;4418;4,8989227;45,7051131
bois;True;69259;Open Street Map;4419;4,8853495;45,7120981
;True;69292;Open Street Map;4421;4,8734757;45,825051
;False;69207;Open Street Map;4423;4,8034354;45,8843776
;True;69290;Open Street Map;4424;4,9793071;45,6982804
béton;False;69266;Open Street Map;4425;4,8783468;45,758754
;True;69383;Open Street Map;4426;4,8813482;45,7519716
;;69089;Open Street Map;4427;4,7681898;45,7409875
bois;False;69149;Open Street Map;4429;4,8154779;45,7167749
;True;69387;Open Street Map;4431;4,8256884;45,7325687
;;69275;Open Street Map;4432;4,9568413;45,7707454
bois;True;69290;Open Street Map;4433;4,9586296;45,6936684
bois;True;69271;Open Street Map;4435;4,9641728;45,74957
;;69044;Open Street Map;4436;4,7456333;45,783078
;True;69387;Open Street Map;4437;4,83616;45,7383194
;True;69383;Open Street Map;4438;4,880817;45,7522392
bois;True;69266;Open Street Map;4439;4,8939831;45,7544462
;True;69034;Open Street Map;4442;4,8282446;45,7906856
métal;False;69384;Open Street Map;4444;4,810461;45,7799735
;False;69387;Open Street Map;4445;4,8337807;45,7487259
bois;True;69149;Open Street Map;4446;4,8066542;45,7197592
;True;69387;Open Street Map;4447;4,8257755;45,721307
;True;69387;Open Street Map;4448;4,8543107;45,7435022
;False;69386;Open Street Map;4449;4,8419103;45,7744107
béton;True;69266;Open Street Map;4450;4,8956758;45,7563252
bois;True;69271;Open Street Map;4451;4,9538975;45,7415335
;True;69087;Open Street Map;4454;4,8564862;45,8395843
bois;True;69383;Open Street Map;4455;4,8663982;45,7507104
;True;69383;Open Street Map;4456;4,8517072;45,7574157
pierre;;69290;Open Street Map;4457;4,9553253;45,6935576
bois;True;69387;Open Street Map;4459;4,8406681;45,7481829
;;69389;Open Street Map;4461;4,797676;45,790242
;False;69149;Open Street Map;4462;4,8109923;45,7210978
;True;69091;Open Street Map;4463;4,7705923;45,600672
;True;69034;Open Street Map;4464;4,8486166;45,7945906
bois;True;69149;Open Street Map;4466;4,811808;45,7180103
béton;True;69266;Open Street Map;4467;4,8952146;45,7562645
;True;69387;Open Street Map;4468;4,8530438;45,7496394
bois;True;69290;Open Street Map;4469;4,9542973;45,6913663
bois;True;69290;Open Street Map;4470;4,9638721;45,6933656
;;69271;Open Street Map;4471;4,9705828;45,7401367
;True;69266;Open Street Map;4473;4,8772648;45,7550385
;;69069;Open Street Map;4474;4,7121902;45,7457075
béton;True;69260;Open Street Map;4475;4,814883;45,647782
bois,métal;True;69384;Open Street Map;4476;4,8353469;45,7795233
bois;True;69290;Open Street Map;4477;4,941237;45,6983432
;;69081;Open Street Map;4478;4,7678706;45,7702958
;False;69207;Open Street Map;4479;4,803651;45,8841061
;True;69388;Open Street Map;4480;4,8754362;45,743097
;True;69387;Open Street Map;4484;4,8419658;45,7457327
;True;69256;Open Street Map;4485;4,9431129;45,8084372
bois,béton;True;69046;Open Street Map;4486;4,7956975;45,6462931
bois;False;69275;Open Street Map;4487;4,9582084;45,7941342
;True;69387;Open Street Map;4488;4,8426998;45,7462316
bois;True;69266;Open Street Map;4489;4,8705085;45,770947
;True;69383;Open Street Map;4490;4,8668562;45,7519373
;;69072;Open Street Map;4491;4,7508163;45,8171458
;True;69290;Open Street Map;4492;4,9624091;45,6947347
béton;False;69266;Open Street Map;4493;4,8786808;45,758878
bois;True;69290;Open Street Map;4495;4,9282913;45,7149395
;True;69046;Open Street Map;4498;4,7926493;45,6649197
;True;69266;Open Street Map;4499;4,8793854;45,7658782
bois;False;69149;Open Street Map;4501;4,8159353;45,7140168
bois;True;69266;Open Street Map;4502;4,8728846;45,7617603
;True;69384;Open Street Map;4503;4,8168416;45,7753772
;True;69382;Open Street Map;4505;4,8172903;45,7464624
;True;69087;Open Street Map;2373;4,8568871;45,8442435
;True;69087;Open Street Map;867;4,8571129;45,8447028
;True;69087;Open Street Map;558;4,8571256;45,8446983
;True;69087;Open Street Map;3398;4,8566742;45,843863
;True;69088;Open Street Map;351;4,8493544;45,8371585
;True;69383;Open Street Map;2900;4,8950169;45,7486254
;True;69383;Open Street Map;4329;4,8951261;45,748607
;True;69383;Open Street Map;2841;4,8954936;45,7475977
;True;69383;Open Street Map;577;4,8954764;45,7473939
;True;69383;Open Street Map;1681;4,8939555;45,7471135
pierre;False;69383;Open Street Map;406;4,8408723;45,7611508
;True;69382;Open Street Map;1338;4,8315874999999995;45,7550177
;True;69386;Open Street Map;376;4,8452575;45,7663136
;True;69385;Open Street Map;1766;4,8205881999999995;45,759814
;;69385;Open Street Map;1627;4,8215477;45,759624099999996
;True;69385;Open Street Map;1908;4,8206489999999995;45,7594217
bois;True;69296;Open Street Map;2132;4,8405442999999995;45,6394179
bois;True;69149;Open Street Map;1885;4,8054784999999995;45,7128315
bois;True;69149;Open Street Map;4265;4,8050847999999995;45,7154141
bois;True;69389;Open Street Map;1537;4,8097180999999996;45,7719175
bois;True;69142;Open Street Map;3901;4,8162886;45,725858099999996
bois;True;69149;Open Street Map;2871;4,8025725999999995;45,7231613
bois;True;69259;Open Street Map;3847;4,9023506999999995;45,7166357
bois;True;69290;Open Street Map;2223;4,9549959999999995;45,6925301
bois;True;69290;Open Street Map;1857;4,9366959999999995;45,6942738
béton;False;69266;Open Street Map;4034;4,91782;45,7667237
béton;False;69266;Open Street Map;944;4,9179652;45,7667374
béton;False;69266;Open Street Map;3411;4,9177816;45,7668045
béton;False;69266;Open Street Map;352;4,9179869;45,7668567
béton;False;69266;Open Street Map;3065;4,9179673;45,7670245
;True;69003;Open Street Map;1507;4,8324818;45,8633782
;True;69003;Open Street Map;4005;4,832546;45,8633802
;True;69003;Open Street Map;748;4,8325891;45,862831
;True;69003;Open Street Map;4067;4,8325274;45,8628273
;True;69266;Open Street Map;1411;4,8765918;45,7651885
;True;69266;Open Street Map;2377;4,8763039;45,7649486
;True;69266;Open Street Map;2143;4,8761564;45,7648308
;True;69266;Open Street Map;3893;4,8770013;45,7651244
;True;69266;Open Street Map;3478;4,8776155;45,7682623
;True;69266;Open Street Map;799;4,8775216;45,7681799
;True;69266;Open Street Map;2424;4,8772909;45,76818
;True;69266;Open Street Map;4483;4,8773017;45,7681144
;True;69266;Open Street Map;1678;4,8774304;45,7681613
;True;69266;Open Street Map;2984;4,8777094;45,7683969
;True;69266;Open Street Map;3751;4,8776933;45,7681443
;True;69266;Open Street Map;4440;4,8776128;45,7683146
;True;69266;Open Street Map;36;4,8776369;45,7681799
;True;69266;Open Street Map;3613;4,8772775;45,7683615
;True;69266;Open Street Map;847;4,8777147;45,7679909
;True;69266;Open Street Map;3964;4,877307;45,7680526
;True;69266;Open Street Map;1223;4,8774409;45,7684154
;True;69266;Open Street Map;509;4,8777496;45,7681051
;True;69266;Open Street Map;1822;4,8774626;45,7679199
;True;69266;Open Street Map;379;4,8773097;45,7679984
;True;69266;Open Street Map;3235;4,8776101;45,7683894
;True;69266;Open Street Map;3863;4,8775243;45,7684035
;True;69266;Open Street Map;2539;4,8772614;45,7683016
;True;69266;Open Street Map;1791;4,877535;45,7679386
;True;69266;Open Street Map;2405;4,8773875;45,7678955
;True;69266;Open Street Map;758;4,8772695;45,7682454
;True;69266;Open Street Map;11;4,8776288999999995;45,767961
;True;69266;Open Street Map;2107;4,8778006;45,7683988
;True;69266;Open Street Map;3823;4,8730235;45,7721332
;True;69266;Open Street Map;2213;4,8731200999999995;45,7721294
;True;69266;Open Street Map;266;4,8730343;45,7720659
;False;69266;Open Street Map;3001;4,8796808;45,7670385
;True;69266;Open Street Map;3854;4,8819499;45,7687599
;True;69266;Open Street Map;4460;4,8819498;45,7688217
;True;69266;Open Street Map;1682;4,8819605;45,768868499999996
;True;69266;Open Street Map;1841;4,8681982999999995;45,7814681
;False;69266;Open Street Map;2308;4,8794281;45,7680011
;False;69266;Open Street Map;2241;4,8796051;45,7680125
;False;69266;Open Street Map;3617;4,8794844;45,7670395
;;69266;Open Street Map;2960;4,8810137000000005;45,7672402
;True;69387;Open Street Map;4177;4,8377116000000004;45,7373801
;False;69266;Open Street Map;3463;4,8792432;45,766828
;;69266;Open Street Map;4236;4,8768595999999995;45,7634787
;True;69266;Open Street Map;2196;4,8791063999999995;45,7663001
;True;69266;Open Street Map;2;4,8795006999999995;45,7658819
;False;69266;Open Street Map;466;4,8790984;45,7660784
;False;69266;Open Street Map;3443;4,8791063999999995;45,7660166
;True;69266;Open Street Map;2312;4,8792539999999995;45,7658782
;True;69266;Open Street Map;535;4,8799700999999995;45,7663254
;True;69266;Open Street Map;1664;4,8763356;45,7650285
;True;69266;Open Street Map;1001;4,8765247;45,7651876
;True;69382;Open Street Map;2525;4,8354496000000005;45,7604087
;True;69382;Open Street Map;4097;4,8358248;45,760487499999996
;True;69266;Open Street Map;2337;4,8754693;45,7721743
;True;69266;Open Street Map;3763;4,8753968;45,7722118
;True;69266;Open Street Map;3855;4,8753164;45,7722099
;True;69266;Open Street Map;3212;4,8752977;45,7721649
;;69202;Open Street Map;1517;4,7916530999999996;45,7437469
;True;69202;Open Street Map;2454;4,8066268999999995;45,7468014
;True;69202;Open Street Map;3501;4,8020188;45,749537
;True;69202;Open Street Map;1707;4,8017037;45,7495754
;True;69202;Open Street Map;3689;4,8016768;45,7494996
;True;69202;Open Street Map;1095;4,8017237;45,7496419
;True;69382;Open Street Map;542;4,8345728999999995;45,7564798
;True;69387;Open Street Map;2504;4,8403168999999995;45,7557499
;True;69387;Open Street Map;931;4,8405175;45,755842200000004
;True;69387;Open Street Map;1591;4,840241;45,755387999999996
pierre;;69290;Open Street Map;1203;4,9552309999999995;45,6935451
pierre;;69290;Open Street Map;2181;4,9555112999999995;45,6938908
;True;69244;Open Street Map;3385;4,778016;45,7604791
;True;69244;Open Street Map;3505;4,7778299;45,7601785
;True;69244;Open Street Map;1386;4,7778567;45,7602777
;True;69244;Open Street Map;959;4,7774101;45,7603254
;True;69244;Open Street Map;520;4,7774529999999995;45,7603591
;True;69244;Open Street Map;2466;4,7778295;45,7604024
;True;69244;Open Street Map;1971;4,7776096;45,7604444
;True;69290;Open Street Map;2358;4,935932;45,6943496
;True;69290;Open Street Map;2035;4,9369023;45,694547
;True;69290;Open Street Map;3361;4,9353587;45,694237
;True;69290;Open Street Map;4152;4,9366945;45,6945527
;True;69290;Open Street Map;2453;4,935691;45,6943472
;True;69081;Open Street Map;3452;4,7736944999999995;45,7755056
;False;69266;Open Street Map;1786;4,8626705999999995;45,7741182
;True;69387;Open Street Map;1986;4,8502089999999995;45,7483707
;True;69266;Open Street Map;1895;4,8907872999999995;45,7760139
;True;69266;Open Street Map;2911;4,8887495;45,7759803
;True;69266;Open Street Map;886;4,8887111999999995;45,7759799
bois;True;69202;Open Street Map;1587;4,8056833999999995;45,7375791
;True;69386;Open Street Map;2005;4,8514026999999995;45,7768275
;True;69386;Open Street Map;2007;4,8513853000000005;45,7770501
;False;69384;Open Street Map;2644;4,8145345;45,7838159
bois;True;69385;Open Street Map;589;4,8147915999999995;45,7586775
bois,métal;False;69386;Open Street Map;2638;4,8514666;45,783959
;True;69290;Open Street Map;75;4,9617626999999995;45,6924848
;True;69290;Open Street Map;740;4,9621569999999995;45,6936284
;True;69290;Open Street Map;4093;4,9621963000000004;45,6937256
;True;69290;Open Street Map;1978;4,9622081;45,694039599999996
;True;69034;Open Street Map;2029;4,8372835;45,7853252
;False;69387;Open Street Map;2585;4,8557524999999995;45,7433587
;False;69387;Open Street Map;1069;4,8558772999999995;45,7437293
;False;69387;Open Street Map;2411;4,8559187999999995;45,7438753
;;69091;Open Street Map;530;4,7748194999999996;45,5873364
;;69091;Open Street Map;1410;4,77489;45,587521100000004
;True;69387;Open Street Map;3816;4,8233937000000005;45,7243325
;;69384;Open Street Map;4453;4,8155076999999995;45,7816055
bois;False;69256;Open Street Map;4348;4,9631115999999995;45,8040847
;True;69385;Open Street Map;3467;4,8238105000000004;45,762434
;True;69385;Open Street Map;4032;4,7908200999999995;45,7598635
;True;69385;Open Street Map;2350;4,7899443999999995;45,7605183
;True;69385;Open Street Map;87;4,8135069999999995;45,7628155
;True;69034;Open Street Map;469;4,8507280999999995;45,7917686
;True;69388;Open Street Map;421;4,8636332;45,7466798
;True;69388;Open Street Map;2076;4,8635808;45,7466892
;True;69388;Open Street Map;1915;4,8635319;45,7466998
;True;69388;Open Street Map;3527;4,863131;45,7466901
;True;69388;Open Street Map;1943;4,8632559;45,7467144
;;69286;Open Street Map;3029;4,8965879999999995;45,8249686
;True;69388;Open Street Map;432;4,8577591;45,7368188
;True;69388;Open Street Map;182;4,8574493;45,7364677
;True;69388;Open Street Map;135;4,8571463;45,7361551
;True;69388;Open Street Map;4016;4,8568821;45,7359585
;True;69388;Open Street Map;2161;4,8567916;45,7385826
;True;69388;Open Street Map;848;4,8562236;45,7359819
;True;69388;Open Street Map;2229;4,8590413;45,7384692
;True;69388;Open Street Map;565;4,8583331;45,7374571
;True;69388;Open Street Map;190;4,8529915;45,738336
;True;69388;Open Street Map;287;4,8592801;45,7391335
;;69388;Open Street Map;3388;4,8542936999999995;45,7377173
;True;69385;Open Street Map;1644;4,8099397;45,7540267
;True;69383;Open Street Map;417;4,8874414999999996;45,7493008
;True;69383;Open Street Map;4422;4,8873695999999995;45,7492152
;True;69207;Open Street Map;250;4,8038042999999995;45,8838907
;True;69244;Open Street Map;2938;4,7846022999999995;45,7683952
;True;69388;Open Street Map;162;4,8528211;45,7256806
métal;True;69383;Open Street Map;3347;4,8639893999999995;45,7594424
;True;69127;Open Street Map;1340;4,7185255999999995;45,7849158
;True;69127;Open Street Map;275;4,7175017;45,7855713
;True;69127;Open Street Map;1220;4,7170418;45,7861464
;True;69149;Open Street Map;4149;4,8096064;45,714354
métal;True;69385;Open Street Map;3043;4,8219239;45,7550043
;;69116;Open Street Map;4428;4,7817004999999995;45,812752
bois;True;69388;Open Street Map;2150;4,8582923000000005;45,7402164
bois;True;69389;Open Street Map;2923;4,8317388999999995;45,7971978
;True;69389;Open Street Map;2502;4,8129290000000005;45,7860396
bois;True;69290;Open Street Map;4472;4,9304556999999996;45,6972534
bois;True;69290;Open Street Map;2734;4,9544505999999995;45,690836
bois;True;69290;Open Street Map;2476;4,9545072999999995;45,6908909
bois;True;69290;Open Street Map;388;4,9547740000000005;45,6910499
;;69290;Open Street Map;3827;4,9531016999999995;45,6894237
bois,béton;True;69386;Open Street Map;4389;4,8546914;45,7818151
;;69069;Open Street Map;1190;4,7232351999999995;45,745756
bois;True;69271;Open Street Map;531;4,9535830999999995;45,740617
bois;True;69271;Open Street Map;2437;4,9560756999999995;45,7472294
bois;True;69271;Open Street Map;4496;4,9691621999999995;45,7510302
bois;False;69384;Open Street Map;2826;4,8163222999999995;45,7778664
;False;69387;Open Street Map;3668;4,8567037;45,7439318
;False;69387;Open Street Map;1827;4,8567134;45,7439743
bois;False;69149;Open Street Map;2564;4,8154772999999995;45,7155576
bois;False;69149;Open Street Map;1805;4,8155671;45,7162402
bois;False;69149;Open Street Map;3625;4,8155342999999995;45,7164439
bois;False;69149;Open Street Map;1465;4,8154364;45,7170305
bois;True;69388;Open Street Map;168;4,8617556;45,7414599
bois;True;69388;Open Street Map;1554;4,8617889;45,7414645
;True;69046;Open Street Map;2328;4,7948152;45,649236
;True;69046;Open Street Map;452;4,7948803;45,6492417
;True;69046;Open Street Map;666;4,7949968;45,6492492
bois,métal;True;69046;Open Street Map;3101;4,7950821999999995;45,6492502
pierre;False;69266;Open Street Map;2770;4,8836829999999996;45,7868297
;True;69389;Open Street Map;2689;4,8002682;45,7685324
;True;69389;Open Street Map;2000;4,8002608;45,7685908
;True;69389;Open Street Map;2696;4,8004485;45,768646
bois;True;69389;Open Street Map;3474;4,8133099999999995;45,7887018
;True;69384;Open Street Map;756;4,8200686;45,7794178
;True;69387;Open Street Map;2006;4,8432621000000005;45,7520272
;True;69387;Open Street Map;4420;4,8430561999999995;45,7520424
;False;69387;Open Street Map;167;4,8428978;45,752082
;False;69387;Open Street Map;1710;4,8428628;45,7520973
;False;69387;Open Street Map;2987;4,8428348;45,7521088
;True;69381;Open Street Map;3821;4,8269798999999995;45,7689373
;True;69389;Open Street Map;3831;4,8013846000000004;45,7734219
;True;69389;Open Street Map;611;4,801907;45,7742353
bois;True;69382;Open Street Map;776;4,8192436999999995;45,7482729
bois;True;69382;Open Street Map;888;4,8208006999999995;45,7492724
bois;;69204;Open Street Map;3205;4,7868075999999995;45,6917287
