materiau;dossier;insee;source;gid;lon;lat
bois;True;69149;Open Street Map;2469;4,8015975;45,7128504
béton;True;69202;Open Street Map;2470;4,8007029;45,7373448
béton;True;69266;Open Street Map;2471;4,8961225;45,7563858
;True;69382;Open Street Map;2472;4,8349468;45,7563732
;False;69387;Open Street Map;2473;4,8256236;45,7394512
;True;69142;Open Street Map;2474;4,8056198;45,7271443
;True;69387;Open Street Map;2475;4,8211394;45,7246394
bois;True;69290;Open Street Map;2477;4,9547602;45,6912019
bois;True;69204;Open Street Map;2479;4,7870539;45,6839703
;True;69385;Open Street Map;2480;4,820935;45,7593241
;True;69387;Open Street Map;2481;4,823177;45,7358788
bois;True;69202;Open Street Map;2482;4,8059218;45,7374593
bois;True;69383;Open Street Map;2483;4,8415583;45,7611541
;;69388;Open Street Map;2486;4,8536863;45,7392608
;True;69266;Open Street Map;2487;4,8864839;45,7667203
bois;True;69389;Open Street Map;2488;4,8048538;45,7737935
;False;69387;Open Street Map;2489;4,8546469;45,7472687
bois;True;69149;Open Street Map;2490;4,8058936;45,7196489
;False;69259;Open Street Map;2491;4,8870837;45,7193704
;True;69149;Open Street Map;2493;4,8182969;45,718012
;False;69381;Open Street Map;2494;4,8228696;45,7682038
béton;False;69266;Open Street Map;2496;4,8833115;45,780572
;True;69387;Open Street Map;2497;4,8417763;45,7457183
;True;69382;Open Street Map;2498;4,8207519;45,7455744
bois;False;69387;Open Street Map;2499;4,8362039;45,7388252
bois;True;69266;Open Street Map;2501;4,8943221;45,7546321
bois;False;69389;Open Street Map;2503;4,8128955;45,7882165
;True;69029;Open Street Map;2505;4,8949;45,7257478
béton;False;69266;Open Street Map;2506;4,8833972;45,780839
;True;69387;Open Street Map;2508;4,8256777;45,7325282
béton;True;69383;Open Street Map;2509;4,8588747;45,7622071
;;69266;Open Street Map;2510;4,8766875;45,7636862
;True;69290;Open Street Map;2511;4,9454657;45,6925612
;True;69385;Open Street Map;2512;4,8226329;45,7628195
pierre;False;69290;Open Street Map;2513;4,9375042;45,6952587
;False;69149;Open Street Map;2514;4,8131805;45,7167065
bois;True;69266;Open Street Map;2515;4,8604269;45,7737335
bois;False;69149;Open Street Map;2516;4,815868;45,714412
;;69290;Open Street Map;2517;4,9297757;45,7004413
;;69266;Open Street Map;2518;4,8774765;45,7638791
;False;69259;Open Street Map;2519;4,8873698;45,7192603
;;69286;Open Street Map;2520;4,9099467;45,8345537
;True;69386;Open Street Map;2521;4,8533584;45,7761439
;True;69266;Open Street Map;2522;4,8909392;45,759635
;True;69034;Open Street Map;2523;4,854486;45,8021868
;;69290;Open Street Map;2524;4,9323665;45,693475
;True;69384;Open Street Map;2526;4,8317232;45,7773638
bois;True;69271;Open Street Map;2527;4,9600486;45,7484515
;False;69387;Open Street Map;2528;4,8531009;45,7467836
;False;69389;Open Street Map;2529;4,7906285;45,7669839
;True;69385;Open Street Map;2530;4,7943135;45,7587402
bois, métal;True;69387;Open Street Map;2531;4,8509174;45,7494064
;;69385;Open Street Map;2532;4,8102146;45,7539035
bois;False;69149;Open Street Map;2533;4,8152453;45,7169692
;;69283;Open Street Map;2534;4,9458492;45,6610507
;True;69381;Open Street Map;2535;4,8336559;45,769495
béton;False;69290;Open Street Map;2537;4,9489662;45,6954664
bois;True;69149;Open Street Map;2538;4,7991721;45,7215728
;False;69381;Open Street Map;2544;4,8217659;45,7680437
;False;69381;Open Street Map;2545;4,8274023;45,7680918
;False;69149;Open Street Map;2546;4,8027269;45,7130364
bois;True;69383;Open Street Map;2547;4,8418915;45,7609524
;False;69387;Open Street Map;2548;4,8301729;45,7445118
bois;False;69149;Open Street Map;2549;4,8156194;45,7147064
;True;69266;Open Street Map;2550;4,8623945;45,7742054
béton;True;69260;Open Street Map;2552;4,8152626;45,6478279
pierre;False;69266;Open Street Map;2553;4,883824;45,7866067
béton;False;69290;Open Street Map;2554;4,9403836;45,68788
;True;69383;Open Street Map;2555;4,8605461;45,760984
béton;False;69266;Open Street Map;2556;4,8835302;45,780689
;;69385;Open Street Map;2557;4,8190509;45,755557
bois;True;69384;Open Street Map;2558;4,8383802;45,7809774
;True;69382;Open Street Map;2559;4,8352939;45,7562734
;True;69292;Open Street Map;2563;4,8728811;45,823079
;;69385;Open Street Map;2567;4,8193282;45,7555089
bois;True;69149;Open Street Map;2568;4,8038483;45,7126122
béton;False;69149;Open Street Map;2569;4,8054545;45,7133035
;True;69384;Open Street Map;2570;4,8249782;45,7823344
;;69202;Open Street Map;2571;4,7966199;45,7391036
;;69044;Open Street Map;2572;4,7540239;45,784191
;True;69385;Open Street Map;2575;4,7802123;45,7517748
métal;False;69382;Open Street Map;2576;4,8347381;45,7629287
bois;False;69383;Open Street Map;2577;4,8483317;45,7581506
bois;True;69149;Open Street Map;2578;4,8072031;45,7193799
bois;True;69388;Open Street Map;2579;4,8582628;45,7401693
;;69290;Open Street Map;2580;4,940143;45,6915338
;True;69383;Open Street Map;2581;4,887336;45,7490767
;True;69034;Open Street Map;2582;4,8507384;45,7913351
;;69282;Open Street Map;2583;4,9907797;45,7888479
;True;69387;Open Street Map;2584;4,8256169;45,732457
;True;69387;Open Street Map;2586;4,8341026;45,7326541
béton;True;69383;Open Street Map;2590;4,8587476;45,7622051
;False;69149;Open Street Map;2592;4,8027001;45,7130734
béton;False;69266;Open Street Map;2593;4,88359;45,7804732
;True;69387;Open Street Map;2595;4,8535183;45,745252
;False;69387;Open Street Map;2596;4,842907;45,7518967
;True;69081;Open Street Map;2598;4,777836;45,7727455
;False;69387;Open Street Map;2599;4,834529;45,7495961
;True;69387;Open Street Map;2600;4,8254547;45,731935
;True;69388;Open Street Map;2602;4,8774784;45,7404082
;;69088;Open Street Map;2603;4,8504328;45,8377988
;True;69387;Open Street Map;2604;4,8334399;45,7366307
;True;69034;Open Street Map;2605;4,8568439;45,8090687
;False;69387;Open Street Map;2607;4,8207996;45,7277567
bois;True;69383;Open Street Map;2608;4,8746865;45,7523724
;True;69387;Open Street Map;2609;4,8430855;45,7520262
bois,métal;True;69384;Open Street Map;2610;4,8360055;45,7796066
bois;True;69149;Open Street Map;2611;4,8063301;45,7117243
;True;69385;Open Street Map;2612;4,825353;45,7575787
;True;69260;Open Street Map;2613;4,8141488;45,6524291
;True;69385;Open Street Map;2614;4,8241324;45,7628924
;;69003;Open Street Map;2615;4,8318065;45,8753621
;True;69388;Open Street Map;2616;4,877416;45,7404256
bois;True;69385;Open Street Map;2617;4,8226295;45,7589169
;;69202;Open Street Map;2618;4,7914976;45,7429589
;;69153;Open Street Map;2619;4,7861731;45,8558109
;False;69387;Open Street Map;2620;4,8564592;45,7440363
;;69081;Open Street Map;2621;4,7804199;45,7912578
bois,métal;True;69384;Open Street Map;2622;4,8352556;45,7795239
;True;69384;Open Street Map;2623;4,8192461;45,7774876
;False;69386;Open Street Map;2624;4,8414114;45,7737036
;True;69034;Open Street Map;2626;4,8490625;45,7945397
plastique;True;69091;Open Street Map;2627;4,7702858;45,600997
bois;True;69385;Open Street Map;2629;4,822592;45,7588545
métal;True;69381;Open Street Map;2630;4,8328692;45,770495
;True;69292;Open Street Map;2632;4,8727993;45,8223434
bois;True;69388;Open Street Map;2634;4,8668552;45,7391182
;True;69275;Open Street Map;2635;4,9440465;45,7679869
;;69202;Open Street Map;2636;4,8083472;45,7432569
;True;69266;Open Street Map;2637;4,864496;45,7742194
;True;69385;Open Street Map;2639;4,8238595;45,7623543
bois, métal;True;69387;Open Street Map;2640;4,8510783;45,7493881
;False;69259;Open Street Map;2641;4,887345;45,719248
;True;69260;Open Street Map;2642;4,8140703;45,6526175
bois,métal;True;69046;Open Street Map;2643;4,7944263;45,6492615
métal;True;69081;Open Street Map;2645;4,7701411;45,7837219
bois;True;69290;Open Street Map;2646;4,9424327;45,6962279
;;69044;Open Street Map;2648;4,7457745;45,7830931
;True;69386;Open Street Map;2649;4,8474216;45,7642387
;True;69387;Open Street Map;2650;4,8216988;45,7233053
bois;;69204;Open Street Map;2655;4,7858007;45,6910818
béton;True;69273;Open Street Map;2657;4,8960496;45,665371
;True;69382;Open Street Map;2658;4,8149811;45,7442502
;True;69387;Open Street Map;2659;4,8342073;45,732688
bois,métal;True;69384;Open Street Map;2660;4,8351679;45,7795244
;True;69384;Open Street Map;2661;4,8160592;45,7761092
;True;69389;Open Street Map;2662;4,8130631;45,7861975
;;69244;Open Street Map;2663;4,7149593;45,7715413
;;69202;Open Street Map;2664;4,799691;45,7380216
;False;69382;Open Street Map;2665;4,8338938;45,760366
;True;69191;Open Street Map;2666;4,8061246;45,8427179
;True;69384;Open Street Map;2667;4,8327207;45,7772909
béton;False;69266;Open Street Map;2668;4,8837709;45,7808193
;True;69388;Open Street Map;2669;4,8672092;45,7303349
;;69202;Open Street Map;2670;4,7932812;45,744607
;True;69383;Open Street Map;2671;4,8674963;45,7519616
béton;True;69383;Open Street Map;2673;4,8587614;45,7621979
;True;69290;Open Street Map;2674;4,8990192;45,7051543
;True;69260;Open Street Map;2676;4,8143781;45,6513519
;True;69034;Open Street Map;2677;4,8585507;45,8028126
;True;69387;Open Street Map;2678;4,8425812;45,7460352
;True;69382;Open Street Map;2679;4,8143193;45,7410569
;True;69292;Open Street Map;2680;4,8686064;45,8163245
;True;69387;Open Street Map;2681;4,824496;45,7229605
;False;69381;Open Street Map;2682;4,826773;45,7730975
bois;True;69266;Open Street Map;2683;4,8939805;45,7543575
;True;69387;Open Street Map;2686;4,827924;45,7325942
;False;69382;Open Street Map;2687;4,8260021;45,7471905
métal;False;69382;Open Street Map;2688;4,8349729;45,7617363
;True;69290;Open Street Map;2690;4,9398237;45,6963658
bois;True;69149;Open Street Map;2691;4,8049115;45,7154917
;True;69385;Open Street Map;2692;4,8168209;45,7632992
;True;69260;Open Street Map;2694;4,8142762;45,652587
;False;69387;Open Street Map;2695;4,82134;45,7300577
;True;69191;Open Street Map;2697;4,7981574;45,8420875
bois;False;69384;Open Street Map;2698;4,8163083;45,7779406
;;69290;Open Street Map;2699;4,9441886;45,6910424
;True;69149;Open Street Map;2701;4,8066064;45,7204623
;True;69383;Open Street Map;2702;4,8555242;45,7530543
;;69266;Open Street Map;2703;4,8758522;45,7608792
bois;True;69389;Open Street Map;2704;4,8278863;45,8007255
;True;69290;Open Street Map;2705;4,9791844;45,6983305
;False;69387;Open Street Map;2707;4,8296269;45,7441788
;False;69387;Open Street Map;2708;4,8547776;45,7455505
;True;69387;Open Street Map;2710;4,8243718;45,7230518
bois;True;69259;Open Street Map;2711;4,8853591;45,712004
;True;69387;Open Street Map;2712;4,8241195;45,7283285
bois;True;69385;Open Street Map;2713;4,8232761;45,7607723
bois,métal;True;69384;Open Street Map;2714;4,8344746;45,7778619
;;69290;Open Street Map;2715;4,9401775;45,6914496
béton;False;69266;Open Street Map;2718;4,8837494;45,7805596
métal;True;69383;Open Street Map;2719;4,8640121;45,7600414
bois;True;69149;Open Street Map;2721;4,8075099;45,7192183
;True;69034;Open Street Map;2723;4,8485898;45,7946023
bois;True;69290;Open Street Map;2724;4,9681405;45,6938164
bois;True;69385;Open Street Map;2725;4,8147521;45,7586778
;False;69387;Open Street Map;2726;4,8431597;45,7520935
bois;True;69259;Open Street Map;2727;4,8982916;45,719493
;True;69290;Open Street Map;2728;4,9356858;45,6966383
;;69259;Open Street Map;2729;4,8814947;45,7126094
;True;69290;Open Street Map;2730;4,9356622;45,7059503
;False;69259;Open Street Map;2731;4,8870052;45,7192992
;False;69381;Open Street Map;2732;4,828958;45,7674155
;True;69149;Open Street Map;2733;4,8071993;45,7078258
métal;True;69081;Open Street Map;2735;4,7691742;45,7840417
;True;69383;Open Street Map;2736;4,8416912;45,7627929
;True;69387;Open Street Map;2739;4,8337301;45,7422952
bois;False;69290;Open Street Map;2740;4,9161851;45,7155813
;True;69142;Open Street Map;2742;4,8056439;45,7271625
;False;69381;Open Street Map;2744;4,8227697;45,7681963
;;69202;Open Street Map;2745;4,7964684;45,7391373
béton;False;69149;Open Street Map;2746;4,8052328;45,7133639
;;69290;Open Street Map;2747;4,9411049;45,7012137
;True;69382;Open Street Map;2748;4,8347878;45,7564189
;True;69387;Open Street Map;2750;4,8241023;45,7291214
bois;True;69266;Open Street Map;2751;4,8758601;45,7550116
;True;69385;Open Street Map;2752;4,7802022;45,751744
;True;69384;Open Street Map;2753;4,8314464;45,7773603
béton;True;69383;Open Street Map;2755;4,8588995;45,7622101
bois;True;69387;Open Street Map;2756;4,850386;45,7484063
;True;69290;Open Street Map;2758;4,9402045;45,6967475
bois;True;69142;Open Street Map;2759;4,8157785;45,7267485
bois;True;69142;Open Street Map;2760;4,8164665;45,7257676
;True;69244;Open Street Map;2761;4,7868272;45,7684964
bois;True;69389;Open Street Map;2762;4,831298;45,7972701
;True;69389;Open Street Map;2763;4,8265899;45,8010409
;False;69149;Open Street Map;2766;4,802507;45,713006
bois;True;69387;Open Street Map;2768;4,8361866;45,7388532
bois;True;69382;Open Street Map;2769;4,8186243;45,7478319
bois;False;69275;Open Street Map;2771;4,9392899;45,771872
béton;False;69290;Open Street Map;2772;4,9425481;45,6921768
bois;True;69290;Open Street Map;2773;4,9462224;45,6949959
;True;69271;Open Street Map;2774;4,9695023;45,7379921
bois;True;69290;Open Street Map;2775;4,9375894;45,6965456
;;69091;Open Street Map;2776;4,7748836;45,5875018
;True;69290;Open Street Map;2777;4,9358436;45,6967443
;True;69386;Open Street Map;2778;4,8515782;45,7745156
;True;69034;Open Street Map;2779;4,8523337;45,7999774
;True;69387;Open Street Map;2781;4,8403236;45,7559314
;;69385;Open Street Map;2784;4,8212905;45,7592197
métal;True;69081;Open Street Map;2785;4,7673182;45,7834248
;;69290;Open Street Map;2786;4,9446899;45,6911298
;;69081;Open Street Map;2788;4,7781754;45,7755143
bois;True;69034;Open Street Map;2789;4,8564684;45,7903984
bois,métal;True;69384;Open Street Map;2790;4,8347456;45,7778668
pierre;True;69091;Open Street Map;2792;4,7882152;45,577289
béton;True;69260;Open Street Map;2793;4,8143587;45,6466302
bois;False;69275;Open Street Map;2795;4,939178;45,7717566
;True;69387;Open Street Map;2796;4,821785;45,7248395
bois;True;69382;Open Street Map;2797;4,8195523;45,7484912
bois;False;69282;Open Street Map;2798;4,9844419;45,7926
bois;;69290;Open Street Map;2799;4,955398;45,6899866
bois;True;69271;Open Street Map;2800;4,9542162;45,7424725
;;69081;Open Street Map;2801;4,7774936;45,7745721
;;69072;Open Street Map;2802;4,7576648;45,8095658
bois;True;69149;Open Street Map;2803;4,8016108;45,7144527
bois;True;69387;Open Street Map;2806;4,8353979;45,7278654
;False;69256;Open Street Map;2808;4,9279217;45,7703961
béton;False;69266;Open Street Map;2809;4,8779577;45,7588368
béton;False;69266;Open Street Map;2811;4,8838256;45,7808479
;True;69387;Open Street Map;2812;4,8245605;45,722919
pierre;False;69282;Open Street Map;2813;4,9988323;45,7624181
bois;;69204;Open Street Map;2814;4,786852;45,6917212
;True;69381;Open Street Map;2815;4,8333299;45,7668977
;False;69381;Open Street Map;2816;4,8350725;45,7745575
;True;69387;Open Street Map;2818;4,8327967;45,7369491
;;69290;Open Street Map;2819;4,9481146;45,690514
bois;True;69271;Open Street Map;2820;4,9579669;45,7482647
;;69116;Open Street Map;2821;4,7822084;45,8126278
bois;False;69290;Open Street Map;2822;4,977027;45,6897174
métal;True;69259;Open Street Map;2823;4,8852394;45,7095282
bois;True;69385;Open Street Map;2828;4,7986425;45,7619198
;;69290;Open Street Map;2829;4,8969086;45,7028022
;True;69275;Open Street Map;2830;4,9438711;45,7678689
bois;True;69149;Open Street Map;2831;4,8082092;45,716189
bois;True;69389;Open Street Map;2832;4,8320722;45,7972575
;False;69256;Open Street Map;2833;4,9223417;45,7694927
métal;True;69259;Open Street Map;2834;4,8799388;45,7003252
bois;;69072;Open Street Map;2835;4,7538353;45,8060398
;True;69382;Open Street Map;2836;4,8354552;45,7605529
béton;False;69266;Open Street Map;2837;4,8836836;45,7809643
bois;False;69266;Open Street Map;2838;4,8841933;45,7811195
;False;69259;Open Street Map;2839;4,8882486;45,7197318
;;69388;Open Street Map;2840;4,882889;45,7325735
;True;69034;Open Street Map;2842;4,8424302;45,7808774
métal;False;69382;Open Street Map;2843;4,8346473;45,7618737
;True;69386;Open Street Map;2844;4,8531582;45,7767837
bois;False;69389;Open Street Map;2845;4,8072072;45,781494
;True;69034;Open Street Map;2846;4,8286499;45,7937945
;True;69388;Open Street Map;2847;4,8565254;45,7365613
métal;False;69382;Open Street Map;2848;4,8346639;45,7629257
;;69266;Open Street Map;2849;4,8768623;45,7635329
bois;True;69266;Open Street Map;2850;4,8731153;45,7616871
;True;69384;Open Street Map;2852;4,8175292;45,7748844
bois;True;69381;Open Street Map;2853;4,8251321;45,7693067
;False;69387;Open Street Map;2854;4,8207576;45,7266587
;False;69387;Open Street Map;2855;4,8532394;45,7468406
métal;False;69382;Open Street Map;2856;4,8350816;45,7632374
;True;69034;Open Street Map;2858;4,8434468;45,7975091
bois;True;69290;Open Street Map;2860;4,9587391;45,6936803
;True;69034;Open Street Map;2861;4,8564358;45,8047779
;True;69383;Open Street Map;2863;4,8685933;45,758197
;True;69290;Open Street Map;2864;4,9316101;45,6950783
bois;True;69383;Open Street Map;2865;4,8664089;45,7504778
bois;False;69290;Open Street Map;2867;4,970089;45,6909827
;True;69040;Open Street Map;2868;4,7845898;45,7959661
;;69202;Open Street Map;2869;4,8082982;45,7431732
;True;69389;Open Street Map;2870;4,8007838;45,773668
bois;True;69389;Open Street Map;2872;4,8321089;45,7972447
;True;69290;Open Street Map;2873;4,9448706;45,692263
bois;True;69142;Open Street Map;2874;4,805658;45,7245382
bois;True;69266;Open Street Map;2875;4,8630759;45,7720386
;False;69387;Open Street Map;2877;4,8322553;45,7467824
;False;69386;Open Street Map;2879;4,8405719;45,7690413
bois;True;69142;Open Street Map;2880;4,8158111;45,7267759
bois;True;69259;Open Street Map;2881;4,8657986;45,6907657
pierre;True;69384;Open Street Map;2883;4,8393099;45,7749159
;False;69381;Open Street Map;2884;4,8216795;45,7680232
;True;69290;Open Street Map;2885;4,9617983;45,6925309
bois;True;69290;Open Street Map;2886;4,9357423;45,6953108
béton;False;69382;Open Street Map;2887;4,818716;45,7329617
;False;69386;Open Street Map;2888;4,8406604;45,7679037
;True;69383;Open Street Map;2890;4,8806889;45,7524102
;True;69266;Open Street Map;2891;4,8792405;45,7658164
;True;69387;Open Street Map;2892;4,8249154;45,7236352
;True;69034;Open Street Map;2893;4,8483987;45,7945195
bois;True;69290;Open Street Map;2894;4,9455237;45,6963141
;;69290;Open Street Map;2896;4,9366097;45,7073147
;False;69386;Open Street Map;2897;4,8423703;45,7750964
béton;True;69202;Open Street Map;2898;4,8007552;45,7374094
;False;69149;Open Street Map;2899;4,8026042;45,7131718
;False;69386;Open Street Map;2901;4,8426144;45,7755631
;True;69384;Open Street Map;2902;4,816015;45,7760868
bois;True;69149;Open Street Map;2904;4,8054076;45,7127228
béton;True;69382;Open Street Map;2905;4,8210536;45,7418576
;;69259;Open Street Map;2906;4,8748089;45,6922746
pierre;;69266;Open Street Map;2909;4,8857094;45,7610381
;;69389;Open Street Map;2910;4,8047079;45,7627306
;;69385;Open Street Map;2912;4,8214403;45,7594479
béton;False;69290;Open Street Map;2913;4,9317526;45,6962228
;True;69383;Open Street Map;2914;4,8513692;45,7573427
;True;69290;Open Street Map;2915;4,9457467;45,6922127
;True;69387;Open Street Map;2916;4,8217113;45,7233613
métal;True;69207;Open Street Map;2917;4,8037674;45,8844667
;;69266;Open Street Map;2918;4,8744827;45,7759835
;False;69266;Open Street Map;2919;4,8801579;45,7661083
;False;69388;Open Street Map;2920;4,8603786;45,7485603
;True;69386;Open Street Map;2922;4,8518114;45,774647
;True;69384;Open Street Map;2924;4,8275662;45,7831846
;True;69202;Open Street Map;2925;4,7896509;45,7422289
pierre;False;69387;Open Street Map;2926;4,8382637;45,752479
;True;69091;Open Street Map;2928;4,7712944;45,5897066
;True;69387;Open Street Map;2930;4,8429911;45,7519457
;;69087;Open Street Map;2931;4,8564208;45,839541
;True;69266;Open Street Map;2932;4,8833462;45,759655
bois;True;69290;Open Street Map;2933;4,9425738;45,6993418
bois;True;69383;Open Street Map;2934;4,8416381;45,7611569
;False;69387;Open Street Map;2935;4,8471985;45,7450498
bois;True;69271;Open Street Map;2936;4,954262;45,7435227
;True;69290;Open Street Map;2939;4,9621281;45,6934053
;;69389;Open Street Map;2940;4,7938827;45,7837771
bois;True;69149;Open Street Map;2941;4,8064118;45,7129187
;True;69383;Open Street Map;2942;4,8407753;45,7564987
bois;True;69142;Open Street Map;2943;4,8166328;45,7261565
;True;69290;Open Street Map;2944;4,8991238;45,7050597
;False;69387;Open Street Map;2945;4,8257129;45,739362
métal;False;69382;Open Street Map;2947;4,8346025;45,7618858
;;69388;Open Street Map;2948;4,8561337;45,7367485
;True;69290;Open Street Map;2949;4,937861;45,6968046
;True;69040;Open Street Map;2950;4,7805963;45,7952887
bois;True;69290;Open Street Map;2951;4,9427434;45,6993563
;True;69266;Open Street Map;2954;4,8793557;45,7663076
;True;69384;Open Street Map;2955;4,8392733;45,7802406
;True;69387;Open Street Map;2956;4,8422519;45,7462186
;False;69256;Open Street Map;2957;4,9587474;45,8030904
bois;False;69389;Open Street Map;2958;4,8133904;45,7884624
bois;True;69149;Open Street Map;2959;4,807282;45,7191496
bois;True;69149;Open Street Map;2961;4,8066417;45,7197141
bois;True;69383;Open Street Map;2962;4,8415676;45,7610984
;False;69386;Open Street Map;2963;4,8416059;45,7739879
métal;False;69382;Open Street Map;2965;4,8346415;45,7619614
bois,métal;True;69384;Open Street Map;2966;4,8347561;45,7777901
bois;True;69387;Open Street Map;2967;4,8352996;45,7401714
;;69383;Open Street Map;2968;4,8956149;45,7483758
bois;True;69290;Open Street Map;2969;4,9465094;45,6962622
pierre;;69266;Open Street Map;2970;4,8856644;45,7612369
;True;69389;Open Street Map;2971;4,8052432;45,7728856
;;69271;Open Street Map;2972;4,971561;45,7392036
;;69202;Open Street Map;2973;4,799408;45,7381517
bois,métal;True;69046;Open Street Map;2975;4,7944778;45,649235
;;69199;Open Street Map;2976;4,8551142;45,7035253
;False;69386;Open Street Map;2977;4,8406175;45,7695193
béton;True;69383;Open Street Map;2978;4,8587808;45,7619907
;True;69266;Open Street Map;2979;4,8750584;45,7791755
bois;True;69204;Open Street Map;2980;4,788348;45,6840619
bois;True;69149;Open Street Map;2981;4,7986503;45,7221222
;True;69385;Open Street Map;2982;4,8133494;45,7629939
;False;69387;Open Street Map;2983;4,8379498;45,7526747
bois;True;69290;Open Street Map;2986;4,954444;45,6909597
;True;69389;Open Street Map;2988;4,8047953;45,7663028
;False;69386;Open Street Map;2989;4,8407677;45,767029
;False;69034;Open Street Map;2990;4,8326275;45,7858019
;True;69387;Open Street Map;2991;4,8372055;45,7524199
;False;69207;Open Street Map;2993;4,8034333;45,8842163
;True;69034;Open Street Map;2994;4,848812;45,7912154
;;69199;Open Street Map;2996;4,8534758;45,7025417
;True;69382;Open Street Map;2997;4,8350846;45,7563336
;True;69385;Open Street Map;2999;4,8209395;45,7548387
;True;69290;Open Street Map;3003;4,955815;45,6933879
;False;69266;Open Street Map;3004;4,8791011;45,7659624
;False;69276;Open Street Map;3006;4,8757718;45,6714302
bois;;69202;Open Street Map;3007;4,7794316;45,7273632
;;69116;Open Street Map;3008;4,7751823;45,8366907
;True;69260;Open Street Map;3009;4,814651;45,6512666
;;69389;Open Street Map;3010;4,7985542;45,77796
bois,métal;True;69384;Open Street Map;3011;4,8352287;45,775349
;True;69271;Open Street Map;3012;4,9693508;45,7379758
bois,métal;True;69046;Open Street Map;3013;4,7950957;45,6494792
;False;69387;Open Street Map;3014;4,8567498;45,7443558
;;69003;Open Street Map;3017;4,8352088;45,8762594
bois;True;69387;Open Street Map;3018;4,8504072;45,7484799
pierre,métal;False;69382;Open Street Map;3019;4,8368458;45,7618586
;;69266;Open Street Map;3020;4,8884292;45,7631312
métal;True;69081;Open Street Map;3021;4,7694437;45,7838332
;False;69387;Open Street Map;3022;4,8216977;45,7299941
;True;69384;Open Street Map;3023;4,8311607;45,7816589
;False;69385;Open Street Map;3024;4,8277771;45,7609595
;True;69260;Open Street Map;3026;4,814185;45,6524548
;True;69387;Open Street Map;3027;4,8231341;45,7357773
bois;False;69149;Open Street Map;3028;4,8156375;45,7146161
;False;69387;Open Street Map;3030;4,8345225;45,7495883
bois;;69044;Open Street Map;3031;4,73616;45,7824224
bois;True;69383;Open Street Map;3032;4,8746406;45,752289
bois,métal;True;69381;Open Street Map;3033;4,8320847;45,7682946
bois;True;69266;Open Street Map;3034;4,8703045;45,77095
bois;True;69383;Open Street Map;3035;4,8746731;45,7523329
;False;69387;Open Street Map;3036;4,8254171;45,7390774
;True;69149;Open Street Map;3038;4,8071516;45,7076815
;False;69149;Open Street Map;3039;4,8026076;45,7128749
;True;69382;Open Street Map;3040;4,8353631;45,7562547
;False;69387;Open Street Map;3041;4,8567369;45,7444363
bois;True;69142;Open Street Map;3042;4,8054517;45,7245281
;True;69382;Open Street Map;3044;4,8342103;45,756552
béton;True;69256;Open Street Map;3045;4,9296519;45,7659525
bois;True;69383;Open Street Map;3046;4,894948;45,7495996
béton;False;69266;Open Street Map;3047;4,8834227;45,7802894
;True;69382;Open Street Map;3048;4,8153567;45,7445359
;True;69384;Open Street Map;3049;4,8329207;45,7812172
bois;True;69290;Open Street Map;3050;4,9547426;45,6909368
bois;True;69149;Open Street Map;3051;4,808178;45,7161704
;True;69382;Open Street Map;3052;4,8358237;45,7603842
;True;69387;Open Street Map;3053;4,8436408;45,7518996
;True;69290;Open Street Map;3054;4,9272582;45,6973779
;True;69381;Open Street Map;3056;4,8208107;45,7714632
bois;True;69389;Open Street Map;3058;4,8316543;45,7971864
bois;False;69276;Open Street Map;3059;4,8761836;45,6761095
;;69283;Open Street Map;3060;4,9458561;45,6609236
;False;69381;Open Street Map;3061;4,8227383;45,7681936
béton;False;69266;Open Street Map;3062;4,8832322;45,7808104
;;69116;Open Street Map;3063;4,7819838;45,8128674
;True;69290;Open Street Map;3064;4,954382;45,69432
bois;True;69290;Open Street Map;3066;4,9462483;45,6950054
bois;True;69290;Open Street Map;3068;4,9426187;45,6993455
;True;69383;Open Street Map;3069;4,8685601;45,7583022
;True;69034;Open Street Map;3070;4,8352632;45,7831309
;True;69386;Open Street Map;3071;4,8471617;45,7645002
;False;69387;Open Street Map;3072;4,8473815;45,7451403
;True;69034;Open Street Map;3073;4,8507329;45,7917231
;;69266;Open Street Map;3074;4,8761505;45,7648891
plastique;True;69250;Open Street Map;3075;4,7154821;45,814137
;True;69244;Open Street Map;3076;4,7781218;45,7616867
;True;69385;Open Street Map;3077;4,8213967;45,7632449
béton;True;69260;Open Street Map;3078;4,8149219;45,6477684
;True;69290;Open Street Map;3079;4,9617944;45,6927478
;True;69387;Open Street Map;3080;4,8427737;45,746053
bois;True;69383;Open Street Map;3081;4,8682134;45,7520081
;True;69385;Open Street Map;3082;4,8160844;45,7633281
métal;True;69384;Open Street Map;3083;4,8130162;45,7725745
bois;False;69276;Open Street Map;3084;4,8630904;45,6657542
;True;69383;Open Street Map;3085;4,8715773;45,747821
;True;69034;Open Street Map;3086;4,8485408;45,7946364
pierre;False;69385;Open Street Map;3087;4,8279194;45,7613816
;;69271;Open Street Map;3088;4,9704822;45,7398424
;True;69387;Open Street Map;3089;4,8418543;45,7458497
bois;True;69044;Open Street Map;3091;4,7392224;45,7820536
;;69259;Open Street Map;3092;4,8748948;45,6923458
;True;69207;Open Street Map;3093;4,8041888;45,8851069
bois;True;69383;Open Street Map;3094;4,8482371;45,7582674
;True;69266;Open Street Map;3096;4,886348;45,7818787
;;69199;Open Street Map;3097;4,854327;45,7023343
